input	target
sosialistiseksi	sosialisti + seksi
nimettiin	nime + ttiin
murskasi	murska + si
pilttejä	piltt + ejä
year	year
unohtamatta	unohta + matta
suljettuna	sul + jettuna
1784/2003	1784/2003
silikoniotsaiset	silikoni + otsaiset
muistissa	muisti + ssa
keskinäisestä	keskinäi + sestä
riviedustajat	rivi + edustajat
syynsä	syy + nsä
hyvin	hyvin
tilin	tili + n
ylivalta	yli + valta
kuningatar	kuningatar
nk.	nk + .
mennään	mennä + än
tähdittämä	tähdittä + mä
lainsäädäntöa	lain + säädäntöa
tiistaisin	tiistaisin
lähteissä	läh + teissä
lattialla	lattia + lla
jaloilleen	jal + oilleen
veitsensä	veits + ensä
kohde	kohde
rooli	rooli
oikeinkirjoitusjärjestelmästä	oike + inkirjoitusjärjestelmästä
lempeitä	lempe + itä
koettaa	koettaa
Collin's	Collin's
kuluttajien	kuluttaj + ien
hämähäkkejä	hämähäkk + ejä
Linnansilta	Linnansilta
keitetty	keit + etty
finalen	finale + n
padon	pa + don
kentällistä	kentälli + stä
Hmmh	Hmmh
terveydenhuoltoa	terveyden + huoltoa
Collider	Collider
apurahan	apu + rahan
kuumissaan	kuumissaan
kisoihin	kis + oihin
suunnittelusta	suunnittelu + sta
200-luku	200 + -luku
Vertti	Vertti
edeltäjänsä	edeltäjä + nsä
prinsessat	prinsessa + t
kuulemisiin	kuulemi + siin
viilentävä	viilentä + vä
hyvähän	hyvä + hän
päätimmekin	päät + immekin
kädessään	kä + dessään
jälkeensä	jälkeen + sä
tiedekunnat	tiede + kunnat
harrastaisi	harrasta + isi
lääkekehitykselle	lääke + kehitykselle
pihvi	pihvi
ry.	ry.
sukelsi	sukel + si
puoluekokouksessa	puolue + kokouksessa
30-65-vuotiaita	30 + -65-vuotiaita
0,5	0,5
huuhdo	huuh + do
a2-f7	a2-f7
tottelijaan	tottelija + an
viranomainen	viran + omainen
räjähdysvaarassa	räjähdys + vaarassa
kiehtovia	kiehtov + ia
pukeutumista	pukeutumi + sta
moitteeton	moitteeton
pärjännyt	pärjä + nnyt
vähitellen	vähitellen
hiipuva	hiipu + va
Symbian-pohjaisten	Symbian + -pohjaisten
Breivikin	Breivik + in
kangastuksenomaisia	kangastu + ksenomaisia
hiilidioksidin	hiili + dioksidin
sivussa	sivussa
sanon	sano + n
narut	naru + t
kyselyä	kysely + ä
väliaikaiset	väli + aikaiset
vessaa	vessa + a
PVC:n	PVC + :n
pohjana	pohja + na
vastakappaleen	vasta + kappaleen
rintamalinjojen	rintama + linjojen
seinäaukolle	seinä + aukolle
muunkaltaiseen	muun + kaltaiseen
esitetyn	esit + etyn
Meilahden	Meilah + den
kylä	kylä
nimirooli	nimi + rooli
eksoottisen	eksootti + sen
viinitila	viini + tila
lukemilla	lukem + illa
ilmatilanloukkauksien	ilma + tilanloukkauksien
vanhanakin	vanha + nakin
Italiasta	Italia + sta
sinihomejuustolle	sini + homejuustolle
pidetty	pi + detty
1941	1941
alkuperäiset	alku + peräiset
3–0	3–0
lisäsivät	lisä + sivät
arktisia	arkti + sia
tukemisesta	tukemi + sesta
niistin	niist + in
proggiksessa	proggi + ksessa
toiminnon	toimin + non
hörpätä	hörpätä
koostuvaksi	koostu + vaksi
alentamalla	alenta + malla
tyttöystävästä	tyttö + ystävästä
syreenit	syreeni + t
pesäkoloistaan	pesä + koloistaan
lähti	läht + i
ironiaa	ironia + a
viejämaasta	viejä + maasta
kaksikymmentäviisi	kaksi + kymmentäviisi
vilisee	vilis + ee
kattoon	katto + on
armahdusta	armahdus + ta
kilpailevalle	kilpail + evalle
Palmroth	Palmroth
toisaalta	toisaalta
vuokrauksesta	vuokrau + ksesta
mekanismit	mekanismi + t
ryhmittyy	ryhmitty + y
siemenillä	siemen + illä
työ	työ
toissapäivänä	toissapäivä + nä
viejiä	viej + iä
pupu	pupu
toteutunut	toteutu + nut
pakottamista	pakottami + sta
osuuskunnalta	osuus + kunnalta
kylkeen	kylk + een
sabotage	sabotage
maa-alueiden	maa + -alueiden
varsille	varsi + lle
*virn*	*virn*
huomatkaa	huoma + tkaa
kuninkaallisten	kuninkaalli + sten
edustavia	edustav + ia
tšekkien	tšekki + en
voltista	volt + ista
sairauskohtaukseen	sairaus + kohtaukseen
rappeutunut	rappeutu + nut
tulviessa	tulvi + essa
puristan	purista + n
paikkakunnan	paikka + kunnan
säpsähdin	säpsäh + din
PK-35:ä	PK-35 + :ä
rajun	raju + n
telkkarissa	telkkari + ssa
Närvä	Närvä
mahdollisen	mahdolli + sen
orastava	orastava
ehkäistäessä	ehkäistä + essä
päällekkäin	päällekkäin
onnistunut	onnistunut
missä	mi + ssä
kuukauteen	kuukau + teen
parta	parta
syöpätapauksia	syöpä + tapauksia
kehoonsa	keho + onsa
maanantaista	maanantai + sta
Toumanoff	Toumanoff
Norja	Norja
kasvaimista	kasvai + mista
firma	firma
kamaralla	kamara + lla
Lukkoa	Lukko + a
vuokra-asumiseen	vuokra + -asumiseen
spektriluokka	spektri + luokka
kääntyjä	kääntyjä
Lundin	Lund + in
ovet	ov + et
viikinkien	viikinki + en
jokirannassa	joki + rannassa
44	44
kävijöitä	kävij + öitä
Ruotsissa	Ruotsi + ssa
esiintymispaikka	esiinty + mispaikka
sosiaalirahaston	sosiaali + rahaston
nuoremmillekin	nuor + emmillekin
vartaloni	vartalo + ni
tuomittava	tuomi + ttava
suullista	suulli + sta
taka-alalle	taka + -alalle
lehdistötiedotteessa	lehdistö + tiedotteessa
hidastamiseen	hidastami + seen
trikiinitutkimuksesta	trikiini + tutkimuksesta
hard	hard
tietoonsa	tieto + onsa
paistoi	paist + oi
kokoajan	koko + ajan
isännöintitoimisto	isännöinti + toimisto
DVD:nä	DVD + :nä
Israeliin	Israel + iin
be	be
alustavaa	alustava + a
tuovat	tuo + vat
Bombus	Bombus
majaan	maja + an
näkemyksiin	näkemy + ksiin
taivutusluokkiin	taivutus + luokkiin
päätekohtaan	pääte + kohtaan
tärisevät	täris + evät
makasin	ma + kasin
keikkuen	keikku + en
erilliseen	erilli + seen
nauhoja	nauh + oja
kyrillisin	kyrilli + sin
Dargham	Dargham
jäätyy	jääty + y
paradoksaalinen	paradoksaalinen
hiomaton	hiomaton
laaja	laaja
Kaila	Kaila
vallanneet	valla + nneet
yhtyeen	yhtye + en
kiitettävän	kiitettävä + n
alueellisesta	alueelli + sesta
vähäsuolaista	vähä + suolaista
nainen	nainen
huomaa	huoma + a
näyttävien	näyttä + vien
nokeentuvat	nokeentu + vat
syleilevät	syleil + evät
mitä	mitä
harjoittajien	harjoittaj + ien
ihania	ihan + ia
valikoituisi	valikoitu + isi
housut	housut
vanhaa	vanha + a
yhdenvertaiseen	yhdenvertai + seen
toimintasuunnitelmassa	toiminta + suunnitelmassa
toivottavaa	toivottava + a
suosimaan	suosi + maan
julkisuuteen	julkisuu + teen
maturiteetin	maturiteet + in
puhua	puhua
all	all
ilmiö	ilmiö
järkyttyneenä	järkytty + neenä
vuotuinen	vuotuinen
iäti	iäti
pöytä	pöytä
Machine	Machine
painotetun	painot + etun
Kainuun	Kainuu + n
kuolion	kuolio + n
joukkueet	joukkue + et
kevääseen	kevä + äseen
maahanmuuttajiin	maahan + muuttajiin
televisioverkkoon	televisio + verkkoon
kuolemastaan	kuolema + staan
näkyvillä	näky + villä
käytän	käyt + än
kierinyt	kieri + nyt
15.1.2008	15.1.2008
hengailun	hengailu + n
opiskelijaruokaa	opiskelija + ruokaa
mukavampaa	mukava + mpaa
Kokemäenjoessa	Kokemäenjo + essa
telelääketieteen	tele + lääketieteen
valmistajaksi	valmistaja + ksi
kimpaantunut	kimpaantu + nut
Recordsissa	Records + issa
vastauksia	vastau + ksia
karkaan	kar + kaan
taktiikka	taktiikka
2...Dh4+	2...Dh4+
motiivini	motiivi + ni
ohjaamalle	ohja + amalle
perusteellisesti	perusteellisesti
ruodot	ruo + dot
Meinrad	Meinrad
rahoitusyrityksessä	rahoitus + yrityksessä
ylinen	ylinen
saalistajaksi	saalistaja + ksi
päälleni	päälle + ni
opiskelijana	opiskelija + na
oudolla	ou + dolla
someone	someone
jyrisi	jyris + i
matalapaine	matala + paine
ryydittää	ryydittää
liittosihteerinä	liitto + sihteerinä
lukemaan	lukema + an
poikkeuksina	poikkeu + ksina
vinguttamaan	vingutta + maan
kannattaa	kannattaa
TSL	TSL
koski	kosk + i
elettäkään	ele + ttäkään
maapallon	maa + pallon
enduro	enduro
uramuutokset	ura + muutokset
olevasi	ol + evasi
Weissin	Weiss + in
pääsi	pää + si
30-vuotisjuhlaseminaarissa	30 + -vuotisjuhlaseminaarissa
paikkamäärä	paikka + määrä
kiinnostuneita	kiinnostu + neita
ripustettu	ripust + ettu
edessämme	edessä + mme
kasvattaen	kasvatta + en
mökinranta	mök + inranta
uimarenkaat	uima + renkaat
odotettuaan	odot + ettuaan
leipäpalaa	leipä + palaa
Burton	Burton
tyttöä	tyttö + ä
suomileijonat	suomi + leijonat
valotusaikaakin	valotus + aikaakin
iskettävänä	iske + ttävänä
1900	1900
ympäristöistä	ympäristö + istä
juoruilivat	juoruil + ivat
lähetystö	lähetystö
valmennustehtäviin	valmennus + tehtäviin
valvomiseen	valvomi + seen
myöhästelee	myöhästel + ee
nähtävyyksistä	nähtävyy + ksistä
Nurmelan	Nurmela + n
sekuntiin	sekunti + in
ärsyyntyy	ärsyynty + y
alhaisemmilla	alhai + semmilla
toimimalla	toimi + malla
kuolemia	kuolem + ia
marginaali	marginaali
harjoitusten	harjoitus + ten
Cider	Cider
käteeni	kä + teeni
aidolla	ai + dolla
väärentämälllä	väärentä + mälllä
viskasi	viska + si
oikeudellisen	oikeudelli + sen
krieviņi	krieviņi
tunnuksen	tunnu + ksen
lahjoitus	lahjoitus
simin	sim + in
karhealta	karhea + lta
erinäisiä	erinäi + siä
irtautuminen	irtautuminen
sivuikkunaa	sivu + ikkunaa
Ratan	Rata + n
tummiin	tumm + iin
nähtävillä	näh + tävillä
talousvaliokunnassa	talous + valiokunnassa
masennuslääke	masennus + lääke
jotakuta	jo + takuta
myöskään	myöskään
kutsumukselleen	kutsumu + kselleen
sovellettavassa	sovel + lettavassa
tykkäät	tyk + käät
ambulanssia	ambulanssi + a
meteoriittiparvet	meteoriitti + parvet
suuntaviivoissa	suunta + viivoissa
työnarkomaanina	työ + narkomaanina
korvapuusteja	korva + puusteja
suostumusta	suostumus + ta
ohuista	ohu + ista
natsi-Saksa	natsi + -Saksa
127	127
nykyiseen	nykyi + seen
ohjesääntö	ohje + sääntö
sammalmättäillä	sammal + mättäillä
kuljin	kul + jin
tuoretta	tuore + tta
maistella	maistella
näyttelijän	näyttelijä + n
tunnetasolla	tunne + tasolla
vahvoja	vahv + oja
myöhästymisestä	myöhästymi + sestä
lojuvia	loju + via
tapaninpäivän	tapanin + päivän
kilpailulta	kilpailu + lta
Päivälehden	Päiväleh + den
punainen	punainen
Sébastien	Sébastien
Hacking	Hacking
identiteettiäni	identiteetti + äni
työehtosopimuksen	työ + ehtosopimuksen
Kazakstanin	Kazakstan + in
astumisen	astumi + sen
parlamenttivaaleissa	parlamentti + vaaleissa
vähenee	vähe + nee
Valion	Valio + n
kynttilät	kynttilä + t
maanalaisesta	maan + alaisesta
Sheikhin	Sheikh + in
toistuivat	toistu + ivat
tuotteidensa	tuot + teidensa
korkeisiin	korke + isiin
puolenyön	puol + enyön
talousrikos	talous + rikos
summarum	summarum
kotieläinjalostustarkastuksista	koti + eläinjalostustarkastuksista
kuultavaksi	kuulta + vaksi
lähdet	läh + det
Rautakallio	Rauta + kallio
luottolaitosten	luotto + laitosten
tyylikkäämmällä	tyylik + käämmällä
uimaranta	uima + ranta
liikkeensä	liik + keensä
autioituu	autioitu + u
lueteltuja	luetel + tuja
tekniikka	tekniikka
tuottanut	tuotta + nut
opiskelijavaihdossa	opiskelija + vaihdossa
palaamisen	palaami + sen
hallituksella	hallitu + ksella
verenkiertohäiriöitä	veren + kiertohäiriöitä
siivoillut	siivoill + ut
Marius	Marius
pimeää	pimeä + ä
tekosyystä	teko + syystä
yhtyetoverinsa	yhtye + toverinsa
eksoplaneetta	ekso + planeetta
%:sta	% + :sta
verotiedot	vero + tiedot
Nights	Nights
vastustuskyvyn	vastustus + kyvyn
äänestämästä	äänestä + mästä
nimille	nimi + lle
sc-paperissa	sc + -paperissa
oikeussuhteita	oikeus + suhteita
Symbian-käyttöjärjestelmä	Symbian + -käyttöjärjestelmä
pahinta	pah + inta
keskustelun	keskustelu + n
korvattu	korva + ttu
annoksensa	anno + ksensa
Westerholm	Westerholm
summaa	summa + a
kangertelee	kanger + telee
viisisylinterisiä	viisi + sylinterisiä
keskeisin	keskei + sin
syyskuussa	syyskuu + ssa
First	First
varojensa	var + ojensa
kakkuun	kakku + un
terveenä	terve + enä
nautakarjan	nauta + karjan
jesuiittaveljeskunnalle	jesuiitta + veljeskunnalle
roolistaan	rooli + staan
genetiiviin	genetiivi + in
Ranska	Ranska
tarjottimella	tarjot + timella
nenä	nenä
kukkaisistutukset	kukkais + istutukset
itseltään	itse + ltään
R+	R+
tarkastellessaan	tarkastell + essaan
Anna-Riikka	Anna-Riikka
pesäpalloa	pesä + palloa
Irene	Irene
puunuijalla	puu + nuijalla
poliisipartioita	poliisi + partioita
Studies	Studies
toimiva	toimi + va
irti	irti
puiston	puisto + n
tukityöllistämistoimet	tuki + työllistämistoimet
monenlaiset	monenlai + set
pelejään	pel + ejään
aloitettujen	aloit + ettujen
valaisevana	valaiseva + na
kätellään	kätellä + än
viestin	viesti + n
puheenjohtajina	puheen + johtajina
heinää	heinä + ä
kapinaikänsä	kapina + ikänsä
linnoituksen	linnoitu + ksen
bilepaikka	bile + paikka
kookkain	kook + kain
kehittämään	kehittä + mään
periytynyt	periyty + nyt
järkeenkäypää	järkeenkäypä + ä
ihanilta	ihan + ilta
joukkueiden	joukkue + iden
tuhonneen	tuho + nneen
limpparit	limppari + t
kotityöt	koti + työt
ihaniin	ihan + iin
TPS	TPS
laajuisen	laajui + sen
sinutkin	sin + utkin
coronarium	coronarium
jatkumaan	jatku + maan
ruokailijoiden	ruokailij + oiden
työttömäksi	työt + tömäksi
hankittua	hank + ittua
mietinnöissä	mietin + nöissä
edistynyt	edisty + nyt
pohjasta	pohja + sta
uhrien	uhri + en
Moody's	Moody's
attraktorilta	attraktori + lta
liikkeet	liik + keet
ympäristöä	ympäristö + ä
Melanoplus	Melanoplus
paljonkin	paljon + kin
edellytyksellä	edellyty + ksellä
tuntemattoman	tuntemat + toman
kohtuullinen	kohtuullinen
mielelläni	mielelläni
löytäisi	löytä + isi
Koivuselästä	Koivusel + ästä
toiveemme	toive + emme
aavistaa	aavistaa
lattialämmitys	lattia + lämmitys
käyttöönoton	käyttöönot + on
P6_TA(2004)0004	P6_TA(2004)0004
kärsinyt	kärsi + nyt
kuvataide	kuva + taide
tiputtivat	tiputt + ivat
katsauksessaan	katsau + ksessaan
pelasi	pela + si
normi	normi
milj.	milj.
sallita	salli + ta
murruttua	mur + ruttua
väitteitä	väit + teitä
Skatan	Skata + n
parlamentaarisen	parlamentaari + sen
Me	Me
pistettä	piste + ttä
biodiversiteettiä	biodiversiteetti + ä
Paynen	Payne + n
päättymispäivä	päättymis + päivä
karaatin	karaat + in
Aigeianmeri	Aigeianmeri
työryhmän	työ + ryhmän
siilejä	siil + ejä
muuttunut	muuttu + nut
maalasi	maala + si
puhuimme	puhu + imme
rakastelun	rakastelu + n
IX:n	IX + :n
1957-1963	1957-1963
eiks	ei + ks
lammikoissa	lammik + oissa
maaliskuun	maaliskuu + n
toteutti	toteutt + i
laillinen	laillinen
osakesijoittajien	osake + sijoittajien
pinnaltaan	pin + naltaan
tutuin	tut + uin
kasvattajat	kasvattaja + t
matkalaukullista	matka + laukullista
mustavalkoiseen	musta + valkoiseen
irrotessa	irro + tessa
kylässä	kylässä
koneissa	kone + issa
käteisellä	kätei + sellä
tarpeessa	tar + peessa
valokuvaan	valo + kuvaan
häpesin	hä + pesin
vaikutuspiiriin	vaikutus + piiriin
kodissani	ko + dissani
UNICEFin	UNICEF + in
fyysisessä	fyysi + sessä
vastuualueiden	vastuu + alueiden
leviävä	levi + ävä
toteutuvaa	toteutu + vaa
vakausvälineistä	vakaus + välineistä
vituta	vitut + a
seikasta	seik + asta
oppimisen	oppimi + sen
183	183
informaatiotekniikan	informaatio + tekniikan
lepopäivä	lepo + päivä
leipomisen	leipomi + sen
viisaimpien	viisa + impien
rappeutuessa	rappeutu + essa
eväiden	evä + iden
Tiina-Maija	Tiina + -Maija
Solberg	Solberg
pystyin	pysty + in
väittelyn	väittely + n
0-0!?	0-0!?
miesten	mies + ten
höyryllä	höyry + llä
toistasataa	toista + sataa
Ukrainan	Ukraina + n
yksinkertaistetusta	yksinkertaist + etusta
Miguel	Miguel
lopetti	lopett + i
ihaili	ihail + i
Agila	Agila
sanoihin	san + oihin
arvomerkit	arvo + merkit
Mosquito	Mosquito
löydetyksi	löy + detyksi
isot	iso + t
hermostunu	hermostu + nu
kukoistaessa	kukoista + essa
vastuu	vastuu
napin	nap + in
nauttimalla	nautti + malla
Broekin	Broek + in
polttoainepumppuun	poltto + ainepumppuun
piuhat	piuha + t
puoleisen	puolei + sen
tapahdu	tapah + du
laiskuudestaan	laiskuu + destaan
sallitulla	sallit + ulla
farsiksi	farsi + ksi
päätteeksi	päät + teeksi
tupakkaa	tupakka + a
1700-luvulta	1700 + -luvulta
kirjan	kirja + n
kolmekymppisistä	kolme + kymppisistä
toimiakseen	toimia + kseen
parlamenttimme	parlamentti + mme
talosta	talo + sta
ala-arvoisen	ala + -arvoisen
päärakennuksesta	pää + rakennuksesta
miettijän	miettijä + n
luennolle	luen + nolle
reunimmaisena	reunimmai + sena
kansanosalla	kansan + osalla
lempimusiikki	lempi + musiikki
vanhemmilta	vanhem + milta
kuljetuksiin	kuljetu + ksiin
Heimo	Heimo
ulkopuolellakin	ulkopuolella + kin
kuokkimassa	kuokki + massa
valtaa	valta + a
valtioilta	valtio + ilta
kuumista	kuum + ista
todeta	todeta
tarkistuksia	tarkistu + ksia
teatteri	teatteri
elän	elä + n
virtasi	vir + tasi
löytyvätkin	löyty + vätkin
Stefanossa	Stefano + ssa
kantaaottavasta	kantaa + ottavasta
eksyksissä	eksyksissä
totuttautuminen	totuttautuminen
Records	Records
maanomistajat	maan + omistajat
toisiamme	toi + siamme
60	60
yhtäjaksoisesti	yhtäjaksoisesti
Wienin	Wien + in
kuvittelemasta	kuvit + telemasta
naisrehtori	nais + rehtori
parantuneesta	parantu + neesta
lattiaa	lattia + a
jouluaattoja	joulu + aattoja
kirkkaalta	kirk + kaalta
sanonu	sano + nu
kateellinen	kateellinen
pohjimmiltani	pohjimmilta + ni
levikki	levikki
johdatti	johdatt + i
pikkuaikuisina	pikku + aikuisina
vuoria	vuori + a
uudelleenkuormaaminen	uudelleen + kuormaaminen
nuorta	nuor + ta
yhteismaalein	yhteis + maalein
yhtenäisten	yhtenäi + sten
Μιθριδάτης	Μιθριδάτης
pyöränsä	pyörä + nsä
kaupunkiasumisen	kaupunki + asumisen
pyöräytti	pyöräytt + i
Hughes	Hughes
kasakkakenraali	kasakka + kenraali
tinkimättä	tinki + mättä
tislaamalla	tisla + amalla
maksullisessa	maksulli + sessa
sanomatta	sano + matta
parodioivan	parodioi + van
IHN	IHN
lähioikeuden	lähi + oikeuden
asiantuntija-apua	asian + tuntija-apua
ylimääräistä	yli + määräistä
puhujanpönttö	puhuja + npönttö
RAY-avustusten	RAY + -avustusten
Stockmannilta	Stockmann + ilta
silmiin	silm + iin
läpimitaltaan	läpi + mitaltaan
letti	letti
valitettavaa	valitettava + a
lopulla	lop + ulla
kymmenisen	kymmeni + sen
Noisniemen	Noisniem + en
Benuen	Benue + n
Mähönen	Mähönen
korostaa	korostaa
geeli	geeli
Afrikan	Afrik + an
toteuttamiseksi	toteuttami + seksi
avara	avara
pääsykokeiden	pääsy + kokeiden
komissaari	komissaari
vakuuttuneeksi	vakuuttu + neeksi
näköpaikka	näkö + paikka
maoria	maori + a
korvausvastuussa	korvaus + vastuussa
tämän	tämän
saatava	saa + tava
pieneltä	pien + eltä
Afrawi	Afrawi
allekirjoittamansa	allekirjoitta + mansa
kehitetyn	kehit + etyn
menettänyt	menettä + nyt
kertaerät	kerta + erät
korkeimmat	korke + immat
Kirkkonummelle	Kirkkonumm + elle
vallitsevia	valli + tsevia
kyyneleet	kyynel + eet
muodostamia	muodosta + mia
Goren	Gore + n
pulaa	pula + a
vessassa	vessa + ssa
raportista	raport + ista
valituksen	valitu + ksen
valuuttavarannosta	valuutta + varannosta
Finavia	Finavia
sovitut	so + vitut
teini	teini
talouslehti	talous + lehti
republikaanisen	republikaani + sen
0.29	0.29
Deep	Deep
häpesivät	hä + pesivät
pääministerinä	pää + ministerinä
yksityinen	yksityinen
145	145
pitäisimme	pitä + isimme
Armas	Armas
jäljellä	jäljellä
singlen	single + n
edellytetty	edellyt + etty
kontradiktoriseksi	kontradiktori + seksi
tarkistamista	tarkistami + sta
synny	syn + ny
ilmakuplan	ilma + kuplan
näennäisesti	näennäisesti
symposiumeissa	symposium + eissa
palautejärjestelmän	palaute + järjestelmän
lottovoittajat	lotto + voittajat
kaaoksesta	kaao + ksesta
tehtävä	tehtävä
esittelytilaisuuksiaan	esittely + tilaisuuksiaan
komentotila	komento + tila
viholliset	viholli + set
perusoikeutensa	perus + oikeutensa
asetukset	asetu + kset
biisi	biisi
työttömänä	työt + tömänä
kisassa	kisa + ssa
tähän	tä + hän
kohdentamissääntöjen	kohdentamis + sääntöjen
käsikirjaan	käsi + kirjaan
täälläpäin	täälläpäin
seläs	sel + äs
ylioppilaaksi	yli + oppilaaksi
tehtäville	teh + täville
elämäntehtävääni	elämän + tehtävääni
pidemmältä	pi + demmältä
tutoriaalit	tutoriaali + t
muuttaessani	muutta + essani
levitä	levitä
hiukkaskiihdytin	hiukkas + kiihdytin
"5'11"""	"5'11"""
jäävät	jää + vät
tasoista	taso + ista
kuljetetaan	kuljet + etaan
menettelyjä	menettely + jä
tiedotusvälineissä	tiedotus + välineissä
mestaruusvyöt	mestaruus + vyöt
kääntymään	käänty + mään
ledille	ledi + lle
selvittämällä	selvittä + mällä
haaveillaan	haaveilla + an
käänsi	kään + si
hankkiva	hankki + va
panostukset	panostu + kset
ensimmäisinä	ensimmäi + sinä
epäillään	epäillä + än
osoitteet	osoit + teet
romantiikan	romantiik + an
sisaren	sisar + en
yliajon	yli + ajon
etumme	etu + mme
sulkeumien	sulkeum + ien
Lamborghinin	Lamborghini + n
elämässäni	elämä + ssäni
heijastumalle	heijastuma + lle
sosiaalisesta	sosiaali + sesta
auki	auki
Tallinnassa	Tallinna + ssa
hyvinä	hyv + inä
hyökkäyksenä	hyökkäy + ksenä
sulautetuissa	sulaut + etuissa
kannattavansa	kannatta + vansa
50,6	50,6
Matilda	Matilda
auttavaan	autta + vaan
tiedonantajat	tiedon + antajat
ymmärtämistä	ymmärtämi + stä
innokkaasti	innokkaasti
sijaan	sijaan
kartano	kartano
alkuvesi	alku + vesi
hyväkseen	hyväkseen
elintarvikelaissa	elin + tarvikelaissa
ryntäsi	ryn + täsi
limittäin	limittäin
itsekseni	itsekseni
kapuloistaan	kapul + oistaan
tunteina	tunt + eina
säilykepersikkaa	säilyke + persikkaa
kylpyhuone	kylpy + huone
valmistautuneita	valmistautu + neita
ylempänä	ylempänä
hävinneet	hävi + nneet
ruoka-havaintoja	ruoka + -havaintoja
aikomus	aikomus
koulutuksessa	koulutu + ksessa
tuntemattomille	tuntemat + tomille
korin	kori + n
tuuliset	tuuli + set
ihmisistä	ihmi + sistä
satamapalveluja	satama + palveluja
koettelisi	koet + telisi
pakkaillut	pakkaill + ut
aikanamme	aika + namme
kyseiseen	kysei + seen
höpötellä	höpötellä
Liigacupin	Liigacup + in
omisti	omist + i
Savolainen	Savolainen
Ranskan	Ranska + n
maailmaan	maailma + an
dumpit	dump + it
pariutumis-	pariutumi + s-
alentamiseen	alentami + seen
sanasta	sana + sta
tamperelaiset	tamperelai + set
alamäessä	ala + mäessä
endurossa	enduro + ssa
Invercargill	Invercargill
lukukausina	luku + kausina
yhdentymishankkeen	yhdentymis + hankkeen
toimintapuitteet	toiminta + puitteet
vahvistettava	vahvist + ettava
osannu	osa + nnu
tavannut	tava + nnut
demokratialausekkeessa	demokratia + lausekkeessa
Dave	Dave
bändejä	bänd + ejä
yksinostosopimusten	yksin + ostosopimusten
perusvapauksien	perus + vapauksien
saleihin	sal + eihin
ruotsalaisissa	ruotsalai + sissa
esittäytymään	esittäyty + mään
harmittavasti	harmittavasti
vankimman	vank + imman
vauhditti	vauhditt + i
tietojenkäsittelijöitä	tieto + jenkäsittelijöitä
käytettyjen	käyt + ettyjen
roihuun	roihu + un
otettiin	ot + ettiin
500	500
mutkikkaampi	mutkik + kaampi
oikeus-	oikeus + -
ilmenee	ilme + nee
työryhmäänsä	työ + ryhmäänsä
tarkastelemaan	tarkastel + emaan
kätilö	kätilö
meleerattu	meleera + ttu
laskeneensa	laske + neensa
viranomaisen	viran + omaisen
poikkeustapauksissa	poikkeus + tapauksissa
vanhempiaan	vanhempi + aan
käytöllä	käyt + öllä
löytyvän	löyty + vän
kuntoon	kunto + on
loppukappaleen	loppu + kappaleen
kuorma-auto	kuorma + -auto
kurkkupastilleista	kurkku + pastilleista
lautaset	lauta + set
käytännöistä	käytän + nöistä
tosiasiaa	tosi + asiaa
paalujen	paalu + jen
lyhyen	lyhy + en
katalonialaiset	katalonialai + set
erikoiskokeella	erikois + kokeella
menetät	menet + ät
törmäyshetkellä	törmäys + hetkellä
terve	terve
vakuuskirjauksella	vakuus + kirjauksella
1830	1830
voidaanhan	voida + anhan
Lukicin	Lukic + in
Euroopan	Euroop + an
suudelmaan	suudelma + an
Veikkausliiga-historian	Veikkausliiga + -historian
lait	la + it
tuolla	tuo + lla
hengitti	hengitt + i
tarkoittaman	tarkoitta + man
tielle	tie + lle
vireillepanosta	vireillepano + sta
yleiskokoukseen	yleis + kokoukseen
paikallaan	paik + allaan
tungoksessa	tungo + ksessa
avatessaan	ava + tessaan
käytössään	käyt + össään
puolesta	puol + esta
selvityksen	selvity + ksen
pitävänsä	pitä + vänsä
pääkirjoituksessa	pää + kirjoituksessa
kahleista	kahle + ista
nestemäisiä	nestemäi + siä
tallottuja	tallo + ttuja
Marmaranmeren	Marmaran + meren
putkaan	putka + an
jatkoksi	jatko + ksi
saadulle	saa + dulle
kaupungista	kaupun + gista
suureksi	suur + eksi
sojottaa	sojottaa
viivästymisen	viivästymi + sen
Mintun	Mint + un
kuulemassa	kuul + emassa
puolilla	puoli + lla
EU-politiikan	EU + -politiikan
poliittisille	poliitti + sille
villasukat	villa + sukat
vetoketjuja	veto + ketjuja
maisemaa	maisema + a
vitonen	vitonen
sakeaa	sakea + a
betoniselta	betoni + selta
lukittuja	luki + ttuja
ohjelmistoa	ohjelmisto + a
käytettiin	käyt + ettiin
otsaan	otsa + an
paikat	paik + at
death	death
110	110
leikkuriterällä	leikkuri + terällä
luomme	luo + mme
mammografiasäteilyn	mammografia + säteilyn
Raversijden	Raversijd + en
lentäen	lentä + en
helisevä	helisevä
Rosesin	Roses + in
vältytään	vält + ytään
kiistaton	kiistaton
Krook	Krook
päivällinen	päivällinen
rock-yhtye	rock + -yhtye
ehtii	ehti + i
loukkaantumisjaksot	loukkaantumis + jaksot
tavoittamattomissa	tavoitta + mattomissa
mäntylajikkeita	mänty + lajikkeita
Frost	Frost
kuvastuu	kuvastu + u
massan	massa + n
Pohjois-Suomessa	Pohjois-Suom + essa
lennetä	len + netä
luetella	luetella
vaativampaa	vaativa + mpaa
ravintola-arvioiden	ravintola + -arvioiden
kiristymiseen	kiristymi + seen
