input	target
xərə	xər + ə
yemişində	yemiş + ində
Denizin	Deniz + in
namazlara	namaz + lara
dinozavrımın	dinozavr + ımın
əqrəb	əqrəb
həqiqətin	həqiqət + in
gözlərinizə	göz + lərinizə
xəritələrim	xəritə + lərim
südə	süd + ə
fəlsəfələrinizi	fəlsəfə + lərinizi
Peterin	Peter + in
barışdı	barış + dı
gülüşlərimiz	gülüş + lərimiz
isimləri	isim + ləri
pişiklərdən	pişik + lərdən
tələbəmizdən	tələbə + mizdən
uşaqlıqlarınızı	uşaqlıq + larınızı
kişilər	kişi + lər
vazalardan	vaza + lardan
köməyinizin	kö + məyinizin
buynuzum	buynuz + um
gələcəgidi	gəl + əcəgidi
hörümçək	hörümçək
bacılarınız	bacı + larınız
körpü	körpü
penisin	penis + in
əjdahalara	əjdaha + lara
oxu	ox + u
İguazu	İguazu
bitkilərdən	bitki + lərdən
içməni	iç + məni
düşmənləriniz	düşmən + ləriniz
incəsənəti	incəsənət + i
minbərlərdə	minbər + lərdə
beyinləriniz	beyin + ləriniz
xəzinənizdə	xəzinə + nizdə
şaftalından	şaftalı + ndan
baldızlarınızdan	baldız + larınızdan
dalğanız	dalğa + nız
uşaqlıqlarımı	uşaqlıq + larımı
zəfəranlarda	zəfəran + larda
tısbağanın	tısbağa + nın
təzyiqdən	təzyiq + dən
mənzərələrim	mənzərə + lərim
özünüidarəetməni	özünüidarəetmə + ni
baldızlarınıza	baldız + larınıza
açarlarına	açar + larına
müzakirələrinə	müzakirə + lərinə
anasında	ana + sında
qulağa	qulağ + a
geodeziyada	geodeziya + da
həqiqətlərdə	həqiqət + lərdə
bağırsağın	bağırsağ + ın
buynuzunuzu	buynuz + unuzu
vazasında	vaza + sında
rəngi	rəng + i
psixoterapiyada	psixoterapiya + da
paylardan	pay + lardan
iymiş	i + ymiş
ürəklərdə	ürək + lərdə
qarğadan	qarğa + dan
bürclərin	bürc + lərin
hüceyrəmizin	hüceyrə + mizin
kölgəsindən	kölgə + sindən
Böyük	Böyük
Brown	Brown
xəritənizdə	xəritə + nizdə
tülpanların	tülpan + ların
eyni	eyni
inəklərə	inək + lərə
babasının	baba + sının
köməklərimdən	kömək + lərimdən
əqrəblərimizdən	əqrəb + lərimizdən
köynəklər	köynək + lər
müzakirəmiz	müzakirə + miz
dalğası	dalğa + sı
qarışqanı	qarışqa + nı
düşmənlərimi	düşmən + lərimi
şahmatın	şahmat + ın
dəmiri	dəmir + i
qonşulardan	qonşu + lardan
dalğamı	dalğa + mı
analarıma	ana + larıma
gəmilərdə	gəmi + lərdə
köynəklərinizi	köynək + lərinizi
açarınızı	açar + ınızı
mənzərələrinizdən	mənzərə + lərinizdən
dünyalarınızın	dünya + larınızın
düşmənlərindən	düşmən + lərindən
baldızımız	baldız + ımız
əriyimdə	əri + yimdə
xəritələrindən	xəritə + lərindən
saqqallar	saqqal + lar
namazının	namaz + ının
onurğalarımızı	onurğa + larımızı
biçinləri	biçin + ləri
silahların	silah + ların
alçana	alça + na
alçandan	alça + ndan
canavardan	canavar + dan
körpülərdən	körpü + lərdən
baharda	bahar + da
bayraqda	bayraq + da
xəzinəniz	xəzinə + niz
əqrəblərinizdən	əqrəb + lərinizdən
qərənfillərdə	qərənfil + lərdə
məktəbində	məktəb + ində
ədəbiyyatda	ədəbiyyat + da
üzümlərdən	üzüm + lərdən
buludu	bulud + u
kilsələrin	kilsə + lərin
narları	nar + ları
dəyirmanlardan	dəyirman + lardan
damcıdan	damcı + dan
siçan	siçan
alətləriniz	alət + ləriniz
paylarda	pay + larda
uşaqlıqlarımız	uşaqlıq + larımız
adlar	ad + lar
sümükləri	sümük + ləri
gülüşünüz	gülüş + ünüz
qəzetlərə	qəzet + lərə
penislər	penis + lər
bizinən	biz + inən
müsabiqənin	müsabiqə + nin
gülüşündə	gülüş + ündə
şaftalımın	şaftalı + mın
ereksiyamın	ereksiya + mın
mələk	mələk
gecələrdə	gecə + lərdə
həftələr	həftə + lər
məktəbinizi	məktəb + inizi
buynuzların	buynuz + ların
gülüşlərin	gülüş + lərin
dağlara	dağ + lara
oğraşdan	oğraş + dan
dilənçilərə	dilənçi + lərə
tələbəmdən	tələbə + mdən
sözdən	söz + dən
otaqların	otaq + ların
dilənçinin	dilənçi + nin
cibin	cib + in
rəhbərimi	rəhbər + imi
ulduzdan	ulduz + dan
uşaqlıqlarına	uşaqlıq + larına
oxun	ox + un
süngüdən	süngü + dən
mələklərimizə	mələk + lərimizə
dondurma	dondurma
motosikletdə	motosiklet + də
beyin	beyin
möcüzənin	möcüzə + nin
alətinizin	alət + inizin
silahın	silah + ın
gülüşüm	gülüş + üm
buynuzlarda	buynuz + larda
harda	harda
və	və
açarlarının	açar + larının
bıçağında	bıçağ + ında
açarınızın	açar + ınızın
süngüsündən	süngü + sündən
göbəyə	göbə + yə
buynuzlarından	buynuz + larından
istifadəçidən	istifadəçi + dən
avqustun	avqust + un
ereksiyaların	ereksiya + ların
süngünə	süngü + nə
gözlərinə	göz + lərinə
bülbüllərə	bülbül + lərə
gümüşə	gümüş + ə
onurğalarınızda	onurğa + larınızda
əriyinizi	əri + yinizi
kömək	kömək
dinozavrlarda	dinozavr + larda
dirsəklərinizə	dirsək + lərinizə
temperatura	temperatur + a
alçama	alça + ma
cibdə	cib + də
tilişkələrdən	tilişkə + lərdən
surələri	surə + ləri
müzakirənizi	müzakirə + nizi
kəlbətinlərdən	kəlbətin + lərdən
fəaliyyətinizdə	fəaliyyət + inizdə
qaranquşlar	qaranquş + lar
dəvəquşunun	dəvəquşu + nun
yəhudinin	yəhudi + nin
məktəblərinə	məktəb + lərinə
ayaqqabıların	ayaqqabı + ların
kaktusdan	kaktus + dan
lüğətləri	lüğət + ləri
dovşanların	dovşan + ların
şamisen	şamisen
onurğası	onurğa + sı
bürclər	bürc + lər
milçək	milçək
bacımıza	bacı + mıza
şaftalınızdan	şaftalı + nızdan
kəfgirimizə	kəfgir + imizə
mələkdə	mələk + də
istəyir	ist + əyir
xəzinənizə	xəzinə + nizə
qaçacaq	qaç + acaq
düşmanının	düşman + ının
qulaqlarımdan	qulaq + larımdan
dinozavrlarımın	dinozavr + larımın
incəsənətə	incəsənət + ə
bulaq	bulaq
qurbağanın	qurbağa + nın
üzləri	üz + ləri
sümüklər	sümük + lər
alçamızda	alça + mızda
əriyimizə	əri + yimizə
qanların	qan + ların
bitkiyə	bitki + yə
qadınlarda	qadın + larda
qəlbimi	qəlb + imi
xəritələr	xəritə + lər
qardaşlarına	qardaş + larına
şirkətə	şirkət + ə
köpük	köpük
babam	baba + m
əriyinin	əri + yinin
ereksiyadan	ereksiya + dan
süngündə	süngü + ndə
xidmətinə	xidmət + inə
bayquşda	bayquş + da
gözünüzdə	göz + ünüzdə
dülgərlərdə	dülgər + lərdə
yaquar	yaquar
vəziyyətlərinizə	vəziyyət + lərinizə
dalğadan	dalğa + dan
qəlblərini	qəlb + lərini
pişiyin	pişi + yin
qarpızın	qarpız + ın
kamerton	kamerton
bardaqlardan	bardaq + lardan
otağa	otağ + a
xəzinələr	xəzinə + lər
günəşləri	günəş + ləri
fleytanı	fleyta + nı
xəncərin	xəncər + in
qoxularına	qoxu + larına
gülüşümdə	gülüş + ümdə
gülüşlərimizdən	gülüş + lərimizdən
axşamı	axşam + ı
anasın	ana + sın
məktəbini	məktəb + ini
düşmanlarına	düşman + larına
düşmana	düşman + a
ürəyi	ürə + yi
psixoterapiya	psixoterapiya
dinlərə	din + lərə
təsadüfü	təsadüf + ü
fəaliyyətinizi	fəaliyyət + inizi
məktəbimizdə	məktəb + imizdə
tələbəmiz	tələbə + miz
sümüyümüzdən	sümü + yümüzdən
penisimizdən	penis + imizdən
kraliçalarımıza	kraliça + larımıza
dırnağımın	dırnağ + ımın
psixoterapiyadan	psixoterapiya + dan
yemişlərimdən	yemiş + lərimdən
əriyi	əri + yi
qızılgüllərin	qızılgül + lərin
köynəklərdə	köynək + lərdə
düşərgədən	düşərgə + dən
futbolçularda	futbolçu + larda
dodaqlar	dodaq + lar
rəhbərinizə	rəhbər + inizə
çan	çan
buludlar	bulud + lar
tülküləri	tülkü + ləri
pilləkənə	pilləkən + ə
rəhbərim	rəhbər + im
filmdən	film + dən
namazlarınıza	namaz + larınıza
qabağında	qabağ + ında
süzgəclərdə	süzgəc + lərdə
sümüyüm	sümü + yüm
kölgə	kölgə
mənzərəmdən	mənzərə + mdən
uşaqlıqlarımın	uşaqlıq + larımın
dırnağımızı	dırnağ + ımızı
müzakirələrimdən	müzakirə + lərimdən
qoxularımın	qoxu + larımın
muzeylərdən	muzey + lərdən
qarğalarda	qarğa + larda
dünyasından	dünya + sından
bacılarda	bacı + larda
otaqlar	otaq + lar
düşərgənin	düşərgə + nin
osminoqun	osminoq + un
düktür	düktür
dinozavrlarımı	dinozavr + larımı
yoldaşı	yoldaş + ı
süngümüzdə	süngü + müzdə
onurğanızdan	onurğa + nızdan
dirsəyinizdən	dirsə + yinizdən
kərtənkələ	kərtənkələ
xəzinəmə	xəzinə + mə
tüstüyə	tüstü + yə
avqustlarda	avqust + larda
dinozavrlarımızı	dinozavr + larımızı
müzakirəmdə	müzakirə + mdə
diqqətləri	diqqət + ləri
qardaşımızın	qardaş + ımızın
dilənçiyə	dilənçi + yə
məktəbə	məktəb + ə
mahnıların	mahnı + ların
ərikdə	ərik + də
qardaşlığa	qardaşlığ + a
tısbağaya	tısbağa + ya
uşaqlığınızdan	uşaqlığ + ınızdan
ürəkdə	ürək + də
xalqanın	xalqa + nın
alətinin	alət + inin
qonşunu	qonşu + nu
düşmənlərimizi	düşmən + lərimizi
matç	matç
qadını	qadın + ı
dirsəyimdən	dirsə + yimdən
süngülərinə	süngü + lərinə
damcını	damcı + nı
fəlsəfən	fəlsəfə + n
vazamızı	vaza + mızı
körfəzləri	körfəz + ləri
qarışqadan	qarışqa + dan
çıxdılar	çıx + dılar
köynəkləriniz	köynək + ləriniz
qızılgülün	qızılgül + ün
fəaliyyətlərin	fəaliyyət + lərin
bu	bu
ovçunu	ovçu + nu
rənglədilər	rənglə + dilər
kəfgirlərinizdən	kəfgir + lərinizdən
dalğalarımın	dalğa + larımın
ereksiyamıza	ereksiya + mıza
gülüşünü	gülüş + ünü
mələklərinizə	mələk + lərinizə
tərcümələri	tərcümə + ləri
böyrəklərə	böyrək + lərə
düşmənimizə	düşmən + imizə
düşmənlərim	düşmən + lərim
meyvələrdə	meyvə + lərdə
keçiləri	keçi + ləri
kraliçamdan	kraliça + mdan
xərdən	xər + dən
dırnağının	dırnağ + ının
fəlsəfənizin	fəlsəfə + nizin
zəfəranda	zəfəran + da
xəritələrinizi	xəritə + lərinizi
yatacax	yat + acax
anan	ana + n
ayaqlardan	ayaq + lardan
skripka	skripka
kəfgirinizə	kəfgir + inizə
qılıncları	qılınc + ları
canavarların	canavar + ların
geyşalara	geyşa + lara
gülüşümü	gülüş + ümü
hörümçəyinizi	hörümçə + yinizi
göydələnləri	göydələn + ləri
almazı	almaz + ı
dalğasını	dalğa + sını
düşmanlarımızı	düşman + larımızı
əqrəblərimə	əqrəb + lərimə
vəziyyətləri	vəziyyət + ləri
penislərimi	penis + lərimi
vazanızdan	vaza + nızdan
gülüşlərinizin	gülüş + lərinizin
gözlərimizin	göz + lərimizin
kəfgir	kəfgir
payın	pay + ın
güləcəyəm	gül + əcəyəm
intihardan	intihar + dan
bibərdə	bibər + də
südün	süd + ün
namazınızı	namaz + ınızı
düşmanlarım	düşman + larım
brilyantlara	brilyant + lara
busələrə	busə + lərə
düşmanı	düşman + ı
qaçdınız	qaç + dınız
xloroplastlarda	xloroplast + larda
yeyin	yeyin
mətbəxlərdən	mətbəx + lərdən
yaquarlar	yaquar + lar
rəhbərlərinizdən	rəhbər + lərinizdən
beyinlərindən	beyin + lərindən
beyindən	beyin + dən
qadınların	qadın + ların
karpı	karp + ı
osminoqların	osminoq + ların
düşərgədə	düşərgə + də
düşmanımızda	düşman + ımızda
düşmanlarıma	düşman + larıma
texnologiya	texnologiya
balalaykalar	balalayka + lar
alətlərinizdən	alət + lərinizdən
fəlsəfələrimə	fəlsəfə + lərimə
otaqları	otaq + ları
düşməninizdə	düşmən + inizdə
qərələnə	qərələn + ə
sümüklərimi	sümük + lərimi
qaçdığı	qaç + dığı
alçalarımız	alça + larımız
gəlmişdi	gəl + mişdi
donuzlara	donuz + lara
axşamları	axşam + ları
dirsəyimi	dirsə + yimi
qəhveyidir	qəhveyi + dir
dibçək	dibçək
ütülərdən	ütü + lərdən
kölgəmizə	kölgə + mizə
dəlilə	dəlil + ə
sevgidən	sevgi + dən
dinlərdən	din + lərdən
dırnaqlarında	dırnaq + larında
qaçırlar	qaç + ırlar
kağızlar	kağız + lar
günlərə	gün + lərə
damcıların	damcı + ların
dırnağımızın	dırnağ + ımızın
fahişəni	fahişə + ni
hörümçəklərimdə	hörümçək + lərimdə
özünüidarəetmələri	özünüidarəetmə + ləri
kraliçamızda	kraliça + mızda
Mary	Mary
xəritələriniz	xəritə + ləriniz
düşmənində	düşmən + ində
saatdır	saat + dır
qarğaları	qarğa + ları
qoxunuz	qoxu + nuz
axışdan	axış + dan
günlərdən	gün + lərdən
uşaqlıq	uşaqlıq
futbolçulardan	futbolçu + lardan
əqrəbinizə	əqrəb + inizə
gözlərə	göz + lərə
qoxumuz	qoxu + muz
təzyiq	təzyiq
qaçqına	qaçqın + a
meyvələrə	meyvə + lərə
dünyalarımızda	dünya + larımızda
arxivimizdə	arxiv + imizdə
kəlbətinlərdə	kəlbətin + lərdə
canavarda	canavar + da
mənzərələrimin	mənzərə + lərimin
qarışqalar	qarışqa + lar
düşmanlarınızda	düşman + larınızda
zoğlardan	zoğ + lardan
təyyarədən	təyyarə + dən
şaftalılarını	şaftalı + larını
mələklərimizi	mələk + lərimizi
dayanacaqların	dayanacaq + ların
istifadəçiləri	istifadəçi + ləri
kəlbətində	kəlbətin + də
Nəməyə	Nəmə + yə
vəziyyət	vəziyyət
köynəyimə	köynə + yimə
otaq	otaq
dilənçiləri	dilənçi + ləri
tüstünün	tüstü + nün
mənzərəmizdə	mənzərə + mizdə
önlərdə	ön + lərdə
qonşularda	qonşu + larda
incəsənətdə	incəsənət + də
ereksiyalarından	ereksiya + larından
kərpicə	kərpic + ə
temperturdan	temper + turdan
tülkünü	tülkü + nü
penisimdə	penis + imdə
cücüdə	cücü + də
elam	elam
rənglərin	rəng + lərin
buzlardan	buz + lardan
mədrəsələrdən	mədrəsə + lərdən
badımcanlar	badımcan + lar
mədrəsələrin	mədrəsə + lərin
yoldaşlardan	yoldaş + lardan
ayları	ay + ları
şirkəti	şirkət + i
müqayisədən	müqayisə + dən
mizrabların	mizrab + ların
kəfgirlərim	kəfgir + lərim
xəritənizi	xəritə + nizi
dalğalarımdan	dalğa + larımdan
ördəklərdə	ördək + lərdə
qəlblərimi	qəlb + lərimi
kitabı	kitab + ı
vertolyotlardan	vertolyot + lardan
bacımda	bacı + mda
qərənfil	qərənfil
qəlbimə	qəlb + imə
isimlərə	isim + lərə
gəmidən	gəmi + dən
qəlb	qəlb
köynəyim	köynə + yim
alçalarınıza	alça + larınıza
oturacaqsınız	otur + acaqsınız
səhifələrin	səhifə + lərin
park	park
fəaliyyətin	fəaliyyət + in
əriyini	əri + yini
qəlblərdən	qəlb + lərdən
buynuzun	buynuz + un
şaftalınızın	şaftalı + nızın
fəlsəfəsində	fəlsəfə + sində
tələbələrimizə	tələbə + lərimizə
gözün	göz + ün
qurbağalarda	qurbağa + larda
şirkətdən	şirkət + dən
osminoq	osminoq
arxivlərimdən	arxiv + lərimdən
süngüsü	süngü + sü
baldızımın	baldız + ımın
vazasının	vaza + sının
köynəyimizdən	köynə + yimizdən
tərcümənizdə	tərcümə + nizdə
kraliçalarınıza	kraliça + larınıza
qoxularımda	qoxu + larımda
yazdı	yaz + dı
vazaların	vaza + ların
hüceyrəm	hüceyrə + m
diyirəm	di + yirəm
açarlarımıza	açar + larımıza
həqiqəti	həqiqət + i
dinozavrlarınızın	dinozavr + larınızın
futbolçunu	futbolçu + nu
açarın	açar + ın
bərgüzar	bərgüzar
jurnalist	jurnalist
tələbələr	tələbə + lər
fəlsəfəndən	fəlsəfə + ndən
mismardan	mismar + dan
oxlar	ox + lar
hüceyrənin	hüceyrə + nin
portağallara	portağal + lara
ağacdələnləri	ağacdələn + ləri
bıçaqdan	bıçaq + dan
qılıncı	qılınc + ı
böyürtkənlər	böyürtkən + lər
rəssamlarda	rəssam + larda
inəkdə	inək + də
bağırsağa	bağırsağ + a
tarixin	tarix + in
kompüterlər	kompüter + lər
bardağa	bardağ + a
canavarlara	canavar + lara
süngüyə	süngü + yə
delfinlərə	delfin + lərə
mismarın	mismar + ın
fəaliyyətlərində	fəaliyyət + lərində
qəlblər	qəlb + lər
skripkanın	skripka + nın
əqrəbinin	əqrəb + inin
dirsəklər	dirsək + lər
maşınım	maşın + ım
kompüterlərdə	kompüter + lərdə
amfiteatrlar	amfiteatr + lar
rəndədən	rəndə + dən
vəziyyətlərinə	vəziyyət + lərinə
açarlarım	açar + larım
kitabları	kitab + ları
körfəzə	körfəz + ə
günbəzdən	günbəz + dən
kəpənəkdən	kəpənək + dən
vazalarını	vaza + larını
onurğamızdan	onurğa + mızdan
mehrabdan	mehrab + dan
ağacların	ağac + ların
sarımsağı	sarımsağ + ı
namazımı	namaz + ımı
qoxularımızın	qoxu + larımızın
fırtınadan	fırtına + dan
xəstəliklərdən	xəstəlik + lərdən
nəfəslərdən	nəfəs + lərdən
intiharları	intihar + ları
köynəyinizdə	köynə + yinizdə
ayaqqabının	ayaqqabı + nın
alətimizin	alət + imizin
bəbəyə	bəbə + yə
gülürsünüz	gül + ürsünüz
yardımlara	yardım + lara
qızılgüllərə	qızılgül + lərə
buynuzlarınızın	buynuz + larınızın
buynuzlarımıza	buynuz + larımıza
sabunların	sabun + ların
özünüidarəetmələr	özünüidarəetmə + lər
hasarı	hasar + ı
hörümçəyindən	hörümçə + yindən
hüceyrəmizi	hüceyrə + mizi
bacısında	bacı + sında
dovşan	dovşan
tərcümənizi	tərcümə + nizi
uşaqlıqlarımızda	uşaqlıq + larımızda
sümükdə	sümük + də
mənzərəmə	mənzərə + mə
tərcüməmizi	tərcümə + mizi
şkafın	şkaf + ın
fəaliyyətdən	fəaliyyət + dən
nəfəsin	nəfəs + in
quyruqları	quyruq + ları
rahatlaşdırır	rahatlaş + dırır
baldızlarından	baldız + larından
gülüşümüzü	gülüş + ümüzü
ərlərə	ər + lərə
baldızda	baldız + da
sümüklərinizin	sümük + lərinizin
çəyirtkələrdə	çəyirtkə + lərdə
dodaqda	dodaq + da
ədəbiyyatdan	ədəbiyyat + dan
zəlzələləri	zəlzələ + ləri
müsabiqə	müsabiqə
mətbəxlər	mətbəx + lər
uşaqlıqlarımızın	uşaqlıq + larımızın
sümüyü	sümü + yü
dırnağını	dırnağ + ını
adaya	ada + ya
düşmənimin	düşmən + imin
oxur	oxu + r
baldızlarımda	baldız + larımda
süzgəclərdən	süzgəc + lərdən
əqrəbdən	əqrəb + dən
kəfgirlərdə	kəfgir + lərdə
dəvələr	dəvə + lər
dolabın	dolab + ın
göyərçinlərdən	göyərçin + lərdən
temperaturları	temperatur + ları
içəcəksən	iç + əcəksən
məktəbindən	məktəb + indən
yemişlərimin	yemiş + lərimin
önlərə	ön + lərə
damcının	damcı + nın
qulağınızın	qulağ + ınızın
gülüşünün	gülüş + ünün
hinduşkaya	hinduşka + ya
inəklər	inək + lər
xəzinələrində	xəzinə + lərində
dırnağı	dırnağ + ı
nəfəsi	nəfəs + i
yəhudilərin	yəhudi + lərin
əqrəblərin	əqrəb + lərin
düşmanlarımı	düşman + larımı
gölə	göl + ə
ördəkdə	ördək + də
qazda	qaz + da
ayaqlarda	ayaq + larda
əjdaha	əjdaha
ürəkdən	ürək + dən
alovda	alov + da
vəziyyətlərinizdə	vəziyyət + lərinizdə
dələlərdə	dələ + lərdə
namazıma	namaz + ıma
bacılarının	bacı + larının
qoxumuzun	qoxu + muzun
aydan	ay + dan
süngülərimiz	süngü + lərimiz
dinozavrımızdan	dinozavr + ımızdan
sözlüyə	sözlü + yə
alətinizdə	alət + inizdə
üzümləri	üzüm + ləri
dəvəquşlarında	dəvəquş + larında
analarınız	ana + larınız
sümükləriniz	sümük + ləriniz
sondan	son + dan
sözlükdə	sözlük + də
düşmənimdə	düşmən + imdə
buynuzlarım	buynuz + larım
şahmatlar	şahmat + lar
ensiklopediyalar	ensiklopediya + lar
ərlərin	ər + lərin
süngülərimizi	süngü + lərimizi
bilərsiz	bil + ərsiz
beyinlərdən	beyin + lərdən
oxuyacaxlarını	oxu + yacaxlarını
düşmanlarımızda	düşman + larımızda
qalibiyyətləri	qalibiyyət + ləri
alçanızdan	alça + nızdan
surənin	surə + nin
tələbəm	tələbə + m
hörümçəklərimin	hörümçək + lərimin
şkafa	şkaf + a
qardaşları	qardaş + ları
bitkidən	bitki + dən
gülüşlərinizdə	gülüş + lərinizdə
köpəyə	köpə + yə
əriyimə	əri + yimə
sabunun	sabun + un
şirkətlərdə	şirkət + lərdə
kraliçaya	kraliça + ya
rəhbərdən	rəhbər + dən
müsabiqələrin	müsabiqə + lərin
bayquş	bayquş
əqrəblərinin	əqrəb + lərinin
xəritələrimizə	xəritə + lərimizə
köynəyindən	köynə + yindən
müqayisələrə	müqayisə + lərə
qəlbə	qəlb + ə
yemişlərini	yemiş + lərini
buynuzlarımdan	buynuz + larımdan
süd	süd
zürafələrdə	zürafə + lərdə
verən	ver + ən
müzakirəndən	müzakirə + ndən
kərgədanların	kərgədan + ların
köynəklərimizə	köynək + lərimizə
analarımızın	ana + larımızın
süngülərimizin	süngü + lərimizin
buynuzlara	buynuz + lara
hinduşkaların	hinduşka + ların
beyninə	bey + ninə
namaza	namaz + a
oyuncağın	oyuncağ + ın
açarlarımızın	açar + larımızın
çiçəklərə	çiçək + lərə
peyğəmbərlərdən	peyğəmbər + lərdən
iydi	i + ydi
vəziyyətini	vəziyyət + ini
içəcək	iç + əcək
gönün	gön + ün
beynimizdə	bey + nimizdə
üzü	üz + ü
kraliçalarınızı	kraliça + larınızı
tərcümələr	tərcümə + lər
yağışlardan	yağış + lardan
qaçacaqsınız	qaç + acaqsınız
dinozavrlarının	dinozavr + larının
hüceyrəni	hüceyrə + ni
kəlbətinləri	kəlbətin + ləri
qaçıram	qaç + ıram
qəlblərimizə	qəlb + lərimizə
baldızının	baldız + ının
rəngləyirik	rənglə + yirik
gözlərimi	göz + lərimi
mənzərəm	mənzərə + m
düşmanlarının	düşman + larının
uşaqlığımın	uşaqlığ + ımın
xloroplastları	xloroplast + ları
keçiyə	keçi + yə
gönə	gön + ə
xəbərdən	xəbər + dən
skripkaya	skripka + ya
şirkətləri	şirkət + ləri
alçamızdan	alça + mızdan
oyuncaqlara	oyuncaq + lara
hüceyrəmin	hüceyrə + min
köməyimizə	kö + məyimizə
namazları	namaz + ları
kraliçalarımızdan	kraliça + larımızdan
tələbədən	tələbə + dən
dinozavrlarında	dinozavr + larında
alçalarınızda	alça + larınızda
əqrəblərini	əqrəb + lərini
ereksiya	ereksiya
qəlbinizdə	qəlb + inizdə
mənzərələr	mənzərə + lər
tələbənizə	tələbə + nizə
hörümçəyimi	hörümçə + yimi
var	var
oturur	otur + ur
xəzinələrimə	xəzinə + lərimə
əqrəbə	əqrəb + ə
bacılarımın	bacı + larımın
bağırsaq	bağırsaq
mitoxondrilərdən	mitoxondri + lərdən
analardan	ana + lardan
kölgələrim	kölgə + lərim
onurğasını	onurğa + sını
düşmanlarınıza	düşman + larınıza
tələbənizi	tələbə + nizi
düşmənlərinə	düşmən + lərinə
güləcəksən	gül + əcəksən
qoxularımdan	qoxu + larımdan
qəlsəməyə	qəlsəmə + yə
söbhlər	söbh + lər
kəfgirlərində	kəfgir + lərində
qulaqlarında	qulaq + larında
meymunlar	meymun + lar
baldızımızı	baldız + ımızı
cümənin	cümə + nin
rəngləyəcəyəm	rənglə + yəcəyəm
günəşlərdə	günəş + lərdə
dəyirmandan	dəyirman + dan
gülüşünüzü	gülüş + ünüzü
şirkətlərə	şirkət + lərə
nəfəsdə	nəfəs + də
payların	pay + ların
nar	nar
axşama	axşam + a
şəhərlərin	şəhər + lərin
namazlarını	namaz + larını
sümüyümü	sümü + yümü
zəfərlərdə	zəfər + lərdə
müzakirənə	müzakirə + nə
tələbənizdə	tələbə + nizdə
təlaş	təlaş
avqustlar	avqust + lar
siçanlardan	siçan + lardan
hörümçəkləri	hörümçək + ləri
çəyirtkələrdən	çəyirtkə + lərdən
beyinlərinizdən	beyin + lərinizdən
günəşə	günəş + ə
məktəblərim	məktəb + lərim
badama	badam + a
avtomobillərə	avtomobil + lərə
kilsələrdən	kilsə + lərdən
gözləri	göz + ləri
kölgələrdən	kölgə + lərdən
şənbələrdən	şənbə + lərdən
əriklərə	ərik + lərə
fəlsəfələrdə	fəlsəfə + lərdə
bağbanlardan	bağban + lardan
dirsəklərimizi	dirsək + lərimizi
tələbələrinizdə	tələbə + lərinizdə
okeanların	okean + ların
söyüd	söyüd
günəşdən	günəş + dən
sünnətlərə	sünnət + lərə
hüceyrəndən	hüceyrə + ndən
şamisendə	şamisen + də
minbərlərin	minbər + lərin
respublikalardan	respublika + lardan
süngümüzə	süngü + müzə
gümüşlərdə	gümüş + lərdə
tələbələrimizi	tələbə + lərimizi
rəngin	rəng + in
içirsən	iç + irsən
südlər	süd + lər
vəftizlər	vəftiz + lər
alçanı	alça + nı
sümüklərdən	sümük + lərdən
armud	armud
şəhərdən	şəhər + dən
mizrabda	mizrab + da
alətlərini	alət + lərini
müqayisə	müqayisə
bağbandan	bağban + dan
bıçağınızın	bıçağ + ınızın
leşyeyənə	leşyeyən + ə
xoruzdan	xoruz + dan
vəziyyətinin	vəziyyət + inin
təyyarələrdən	təyyarə + lərdən
ət	ət
penislərinin	penis + lərinin
tərcümələrinizin	tərcümə + lərinizin
siçandan	siçan + dan
ayaqqabını	ayaqqabı + nı
sarımsaqların	sarımsaq + ların
fırtınanın	fırtına + nın
yoldaşlar	yoldaş + lar
vazama	vaza + ma
ulduzun	ulduz + un
beyninizi	bey + ninizi
qardaşlıqlarda	qardaşlıq + larda
rəssamlara	rəssam + lara
kölgənin	kölgə + nin
beynim	bey + nim
tərcümən	tərcümə + n
yemişinizin	yemiş + inizin
kişini	kişi + ni
Hakanın	Hakan + ın
gecənin	gecə + nin
tələbədə	tələbə + də
qatara	qatar + a
qarışqa	qarışqa
görməyib	gör + məyib
xəritəmdən	xəritə + mdən
mətbəxin	mətbəx + in
məktəbimizdən	məktəb + imizdən
alətlərimdə	alət + lərimdə
quş	quş
mahnılar	mahnı + lar
darçınları	darçın + ları
bıçaqlarımın	bıçaq + larımın
odlarda	od + larda
sonları	son + ları
vəziyyətinə	vəziyyət + inə
axışları	axış + ları
alçalarınızın	alça + larınızın
baldızlarında	baldız + larında
tülküyə	tülkü + yə
yemişdən	yemiş + dən
bağban	bağban
eşşəyə	eşşə + yə
dülgərlərin	dülgər + lərin
alətlərinizi	alət + lərinizi
göyərçinlər	göyərçin + lər
qardaşlarımız	qardaş + larımız
hüceyrələrdən	hüceyrə + lərdən
xəritədən	xəritə + dən
diqqət	diqqət
kərpiclərə	kərpic + lərə
kəfgirlərinə	kəfgir + lərinə
yemişlərimə	yemiş + lərimə
kərpici	kərpic + i
namazda	namaz + da
gözlərinizi	göz + lərinizi
süngündən	süngü + ndən
hüceyrənizdən	hüceyrə + nizdən
qərənfillər	qərənfil + lər
düşmənlərimizə	düşmən + lərimizə
içəcəklər	iç + əcəklər
pianoların	piano + ların
açarda	açar + da
xloroplastdan	xloroplast + dan
çəyirtkələrə	çəyirtkə + lərə
