input	target
yendirmeliydim	yendir + meliydim
günəşi	günəş + i
fəaliyyətinə	fəaliyyət + inə
flaşlardınız	flaş + lardınız
yalvarışları	yalvarış + ları
ustamızın	usta + mızın
qadın	qadın
quyruqlar	quyruq + lar
malamozuna	malamoz + una
ecelerimize	ece + lerimize
haçlı	haçlı
lavaşlarınızı	lavaş + larınızı
uyarmadıydık	uyar + madıydık
müzakirələrinin	müzakirə + lərinin
katlı	katlı
kraliçamızdan	kraliça + mızdan
beyinlər	beyin + lər
ilettiydim	ilet + tiydim
yendirdiydiniz	yendir + diydiniz
dememeliydi	de + memeliydi
sabandan	saban + dan
körpünün	körpü + nün
dolamamışsınız	dola + mamışsınız
zoğların	zoğ + ların
beyinlərinizi	beyin + lərinizi
penislərində	penis + lərində
kraliçasına	kraliça + sına
yedi	ye + di
fəlsəfələrimi	fəlsəfə + lərimi
cemevlerinin	cemev + lerinin
rahibi	rahib + i
hüceyrələrinizdə	hüceyrə + lərinizdə
mələkdən	mələk + dən
ceset	ceset
''sonsuz	''sonsuz
Kocaeli	Kocaeli
onurğalarımızı	onurğa + larımızı
külotlarını	külot + larını
köynəyimi	köynə + yimi
salahiyetler	salahiyet + ler
ereksiyalarınızı	ereksiya + larınızı
Yusuf'un	Yusuf + 'un
mahleplerimize	mahlep + lerimize
kaybolurmuşum	kaybol + urmuşum
83	83
saydığımız	say + dığımız
jurnalistdə	jurnalist + də
mənzərələrimə	mənzərə + lərimə
genofobiler	genofobi + ler
rəndələri	rəndə + ləri
ensiklopediyanın	ensiklopediya + nın
hançerinizde	hançer + inizde
çedarmışlar	çedar + mışlar
amcalara	amca + lara
uyanıyormuşsunuz	uyan + ıyormuşsunuz
xəncərlərə	xəncər + lərə
yemişimi	yemiş + imi
oturacaklarmış	otur + acaklarmış
Oktay'ın	Oktay + 'ın
iyonosferden	iyonosfer + den
lezzetlerde	lezzet + lerde
penisinizə	penis + inizə
yanıtından	yanıt + ından
sürer	sür + er
kölgələrimizə	kölgə + lərimizə
hemşehrisi	hemşehri + si
sövmemelisin	söv + memelisin
uyuşturucuları	uyuşturucu + ları
ereksiyada	ereksiya + da
acımıştık	acı + mıştık
denilin	denil + in
səviyyələrin	səviyyə + lərin
incirlere	incir + lere
aşklarımızı	aşk + larımızı
çıldırtmıyorlar	çıldırt + mıyorlar
gəmi	gəmi
ongunumuzun	ongun + umuzun
verilmiştin	veril + miştin
beyin	beyin
dünyalar	dünya + lar
üstdilini	üstdil + ini
zəfərdə	zəfər + də
ayaqqabıdan	ayaqqabı + dan
skrotumlarınızda	skrotum + larınızda
bitmenizde	bitme + nizde
dehşetlerimizin	dehşet + lerimizin
tutkumuzdan	tutku + muzdan
silmek	sil + mek
ölümsüzleştirmemiştim	ölümsüzleştir + memiştim
kölgələrimdən	kölgə + lərimdən
asmıyormuşsunuz	as + mıyormuşsunuz
içdik	iç + dik
köçeksin	köçek + sin
zəfəranlara	zəfəran + lara
uyarak	uy + arak
qanın	qan + ın
oğraşın	oğraş + ın
köynəklərinizdən	köynək + lərinizdən
qardaşlıqlarda	qardaşlıq + larda
dillər	dil + lər
qarpıza	qarpız + a
dondurma	dondurma
müezzinlerinizi	müezzin + lerinizi
qaranquşların	qaranquş + ların
qardaşınızın	qardaş + ınızın
gözümün	göz + ümün
aç	aç
kırıyordun	kır + ıyordun
sargınız	sargı + nız
göyərçinin	göyərçin + in
açarlar	açar + lar
gec	gec
düşmənimizi	düşmən + imizi
yağmaydınız	yağma + ydınız
arxivlərdə	arxiv + lərdə
bətərdi	bətər + di
buynuzumun	buynuz + umun
möcüzələrin	möcüzə + lərin
dalğıclarda	dalğıc + larda
düşmanınıza	düşman + ınıza
nöronlarının	nöron + larının
əriklərimizdən	ərik + lərimizdən
onurğam	onurğa + m
amfiteatrlarda	amfiteatr + larda
tanıkların	tanık + ların
kışkırtıyorsun	kışkırt + ıyorsun
okiyasın	okiya + sın
yüksüğünüzün	yüksüğ + ünüzün
ısınmıyorsunuz	ısın + mıyorsunuz
vəziyyətlərimdə	vəziyyət + lərimdə
pişmemişlerdi	piş + memişlerdi
memleketlerine	memleket + lerine
buynuzumuzda	buynuz + umuzda
bozbaşın	bozbaş + ın
ebediyete	ebediyet + e
samur	samur
çıkarmamıştı	çıkar + mamıştı
sevabının	sevab + ının
yemişimizdən	yemiş + imizdən
dirseklerinden	dirsek + lerinden
məktəblərində	məktəb + lərində
ereksiyana	ereksiya + na
işlevinizin	işlev + inizin
mətbəxə	mətbəx + ə
bıçağı	bıçağ + ı
geciktirdiler	geciktir + diler
keşfetmeyecekmişsiniz	keşfet + meyecekmişsiniz
dalğıcları	dalğıc + ları
dənizlərdən	dəniz + lərdən
programlanmazdın	programlan + mazdın
dikdörtgenin	dikdörtgen + in
kusmuştum	kus + muştum
içdiniz	iç + diniz
qarğada	qarğa + da
meymunları	meymun + ları
yıpranmelisin	yıpran + melisin
çıldırtırdı	çıldırt + ırdı
bacanaklarınızda	bacanak + larınızda
süpürürmüşüz	süpür + ürmüşüz
quşun	quş + un
fahişələri	fahişə + ləri
kölgəmin	kölgə + min
şirkətdən	şirkət + dən
xəritələrimi	xəritə + lərimi
incəsənətdən	incəsənət + dən
binmiyorduk	bin + miyorduk
saptadı	sapta + dı
sandığınız	sandığ + ınız
borsalara	borsa + lara
tələbənin	tələbə + nin
serverdim	server + dim
beynimə	bey + nimə
peltesinden	pelte + sinden
mənzərələrinizin	mənzərə + lərinizin
düşmanlarınızda	düşman + larınızda
devinmezmişiz	devin + mezmişiz
dinmeyecekti	din + meyecekti
İguazu	İguazu
hastalanırız	hastalan + ırız
yemişlərinizi	yemiş + lərinizi
iydı	i + ydı
öldürtülürmüşüm	öldürtül + ürmüşüm
dəvəquşlarına	dəvəquş + larına
korunmandan	korunma + ndan
zoğları	zoğ + ları
otomobilcileri	otomobilci + leri
saçmamışız	saç + mamışız
baharları	bahar + ları
qaranquşda	qaranquş + da
meşemizde	meşe + mizde
yönelsem	yönel + sem
savunmalıydın	savun + malıydın
ülken	ülke + n
otağının	otağ + ının
utandırmışsın	utandır + mışsın
yemişlərimizin	yemiş + lərimizin
köpəyə	köpə + yə
yuvaydın	yuva + ydın
hüceyrələrimizin	hüceyrə + lərimizin
əqrəblərinin	əqrəb + lərinin
bozbaşa	bozbaş + a
qılınclardan	qılınc + lardan
matç	matç
dodaqlardan	dodaq + lardan
getirilerek	getir + ilerek
xərlərə	xər + lərə
ereksiyaya	ereksiya + ya
tilişkələrin	tilişkə + lərin
dilə	dil + ə
dayamaz	daya + maz
koşuluyor	koş + uluyor
kolikası	kolika + sı
sümüyümüzdə	sümü + yümüzdə
keçidə	keçi + də
lahanalarız	lahana + larız
katillerimizi	katil + lerimizi
sindiydi	sin + diydi
ölçtürtmedim	ölçtürt + medim
portağalı	portağal + ı
qazlardan	qaz + lardan
sərçələrdən	sərçə + lərdən
açarlara	açar + lara
biberi	biber + i
tanıtıyordum	tanıt + ıyordum
ambulansında	ambulans + ında
inəklərdən	inək + lərdən
çerçimize	çerçi + mize
baldızda	baldız + da
seslenmeyiniz	seslen + meyiniz
sağmıyorsun	sağ + mıyorsun
Türkçeleştirmiyor	Türkçeleştir + miyor
bacılarıma	bacı + larıma
eşşəkdən	eşşək + dən
qızıl	qızıl
qaranquşları	qaranquş + ları
mumlarda	mum + larda
baltadan	balta + dan
dadanırsın	dadan + ırsın
nişanlıyız	nişanlı + yız
yenileceğiz	yenil + eceğiz
mənzərələrindən	mənzərə + lərindən
sahifenizin	sahife + nizin
qulaqlarımı	qulaq + larımı
jurnalistlərdə	jurnalist + lərdə
ağacdələndə	ağacdələn + də
kəfgirlərimdən	kəfgir + lərimdən
vazamız	vaza + mız
bilemiyor	bile + miyor
ninnisinde	ninni + sinde
müzakirəmizin	müzakirə + mizin
geciktirtmişmişsiniz	geciktirt + mişmişsiniz
bayılmaz	bayıl + maz
heyecanlandırtacaksın	heyecanlandırt + acaksın
Hacıbektaşlar	Hacıbektaş + lar
kalınarak	kal + ınarak
sabanınızın	saban + ınızın
zürafəyə	zürafə + yə
kaplumbağaya	kaplumbağa + ya
kümenizde	küme + nizde
əriklərimizin	ərik + lərimizin
kızmayız	kız + mayız
kraliçalarımdan	kraliça + larımdan
intiharın	intihar + ın
yağışlardan	yağış + lardan
kaktusdan	kaktus + dan
ayrılmadın	ayrıl + madın
aşmayacaktık	aş + mayacaktık
kraliçaların	kraliça + ların
Tiranlılardın	Tiranlı + lardın
bohçanız	bohça + nız
denilmemeliydiniz	denil + memeliydiniz
atmayacakmışsın	atma + yacakmışsın
gözlərindən	göz + lərindən
canlandırmamalıydınız	canlandırma + malıydınız
utandırmayacaktık	utandır + mayacaktık
fəlsəfələrin	fəlsəfə + lərin
yetişmiyormuşsun	yetiş + miyormuşsun
bacılarıma	bacı + larıma
baldızına	baldız + ına
kerpetenimize	kerpeten + imize
maaşların	maaş + ların
şəhərlərdə	şəhər + lərdə
göyərçindən	göyərçin + dən
canavarları	canavar + ları
kural	kural
cibləri	cib + ləri
sabunların	sabun + ların
xəstəliyə	xəstəli + yə
dullarınızda	dul + larınızda
baldızımızda	baldız + ımızda
dedikodun	dedikodu + n
yangınlarda	yangın + larda
başarmadıydık	başar + madıydık
avqusta	avqust + a
yormayacakmışsın	yor + mayacakmışsın
dirsəyə	dirsə + yə
ciblərdən	cib + lərdən
quşlara	quş + lara
özgürlükleri	özgürlük + leri
çubuğunuzu	çubuğ + unuzu
bitimlerdir	bitim + lerdir
dilənçinin	dilənçi + nin
kölgəsi	kölgə + si
qulaqlarımıza	qulaq + larımıza
gülüşlərində	gülüş + lərində
körfəzlər	körfəz + lər
serpmeyeceksin	serp + meyeceksin
mələyiniz	mələ + yiniz
savaşçıydık	savaşçı + ydık
fəaliyyətimizin	fəaliyyət + imizin
yoksullaştırmazmışsın	yoksullaştır + mazmışsın
kəlbətinlər	kəlbətin + lər
hastası	hasta + sı
gülüşlərimizə	gülüş + lərimizə
vertolyotun	vertolyot + un
etdirməliyik	et + dirməliyik
geciktirtirdim	geciktirt + irdim
alçalarımı	alça + larımı
topolojisinde	topoloji + sinde
işlemeyiniz	işle + meyiniz
bakmamışmış	bak + mamışmış
böldüler	böl + düler
kılmazmışsın	kıl + mazmışsın
namazlarımda	namaz + larımda
olmamalıdır	ol + mamalıdır
eləmişimiş	elə + mişimiş
büstünüz	büst + ünüz
göyərçinin	göyərçin + in
mikroişlemcinize	mikroişlemci + nize
barışmayacaksın	barış + mayacaksın
devlersin	dev + lersin
axışdan	axış + dan
sezmeliymişim	sez + meliymişim
prensibimizin	prensib + imizin
ürəklər	ürək + lər
mümessilliklermişsin	mümessillik + lermişsin
kokarca	kokarca
sıkmıyormuşum	sık + mıyormuşum
mahnının	mahnı + nın
sürülmüştün	sürül + müştün
çalmıyorduk	çal + mıyorduk
yoldururdun	yoldur + urdun
ütülərdə	ütü + lərdə
beynindən	bey + nindən
duyularını	duyu + larını
batmazmışız	bat + mazmışız
seçmemeliymişiz	seç + memeliymişiz
kitabdan	kitab + dan
ürkmez	ürk + mez
tələbələrimizdən	tələbə + lərimizdən
önemlerin	önem + lerin
irkeneklere	irkenek + lere
baltalara	balta + lara
xəzinəmi	xəzinə + mi
beyinlərimiz	beyin + lərimiz
yanıtlar	yanıt + lar
badımcanlarda	badımcan + larda
atlara	at + lara
qızılgüllərə	qızılgül + lərə
çalmazmışız	çal + mazmışız
ışıltısını	ışıltı + sını
qurbağaların	qurbağa + ların
değişiyorlar	değiş + iyorlar
inəklərdə	inək + lərdə
incəsənətləri	incəsənət + ləri
ədəbiyyatı	ədəbiyyat + ı
batıyormuşsun	bat + ıyormuşsun
köpürecekmişim	köpür + ecekmişim
ağlarmış	ağla + rmış
diz	diz
biseksüellermişim	biseksüel + lermişim
qardaşlarımın	qardaş + larımın
günəbaxanın	günəbaxan + ın
penislərində	penis + lərində
dönebilmesi	dön + ebilmesi
əjdəhadan	əjdəha + dan
kuyumcunuzun	kuyumcu + nuzun
şaftalımızı	şaftalı + mızı
dünyadan	dünya + dan
sönmedi	sön + medi
kesyaplarından	kesyap + larından
xloroplastların	xloroplast + ların
çedarların	çedar + ların
onurğalarınız	onurğa + larınız
döndürüyormuşum	döndür + üyormuşum
kitabxanalardan	kitabxana + lardan
büyümezdiniz	büyü + mezdiniz
beyinlərimizdən	beyin + lərimizdən
bükmemeliydi	bükme + meliydi
ayı	ay + ı
onurğalarımı	onurğa + larımı
rəssam	rəssam
qulaqlarını	qulaq + larını
ətdə	ət + də
bacımız	bacı + mız
hüceyrələrim	hüceyrə + lərim
yormayacağım	yor + mayacağım
körfəzdə	körfəz + də
kaynaştırmıyor	kaynaştır + mıyor
buynuzunuzdan	buynuz + unuzdan
müsabiqələrin	müsabiqə + lərin
namazların	namaz + ların
mənzərədən	mənzərə + dən
otaqların	otaq + ların
ananızı	ana + nızı
səhifələrə	səhifə + lərə
dalgalanmazmışım	dalgalan + mazmışım
əriyin	əri + yin
bülbüldən	bülbül + dən
respublikaların	respublika + ların
kurtardınız	kurtar + dınız
göyərçinə	göyərçin + ə
qəlblərimə	qəlb + lərimə
deliyor	del + iyor
vazamızdan	vaza + mızdan
pirincinize	pirinc + inize
ayrımcılıklar	ayrımcılık + lar
öğrencilerimizi	öğrenci + lerimizi
zibellina	zibellina
mənzərələrimdən	mənzərə + lərimdən
sevgiləri	sevgi + ləri
yontulmuşlardı	yontul + muşlardı
göbəkdə	göbək + də
dirsəklərini	dirsək + lərini
baldızınızı	baldız + ınızı
zibidiydim	zibidi + ydim
mesafeye	mesafe + ye
kazılarımızı	kazı + larımızı
salataydınız	salata + ydınız
köynəklərini	köynək + lərini
bakirimizden	bakir + imizden
sonuçtuk	sonuç + tuk
kozmonotumuzda	kozmonot + umuzda
yanmamışsın	yan + mamışsın
fəaliyyətimizi	fəaliyyət + imizi
göndereceksiniz	gönder + eceksiniz
kusmameliyiz	kus + mameliyiz
davranışların	davranış + ların
xəbərdə	xəbər + də
Jane	Jane
şahmatda	şahmat + da
çıkardın	çıkar + dın
təyyarədən	təyyarə + dən
heyecanlandılardı	heyecanlan + dılardı
günlər	gün + lər
eğilmişlermiş	eğil + mişlermiş
beyinləriniz	beyin + ləriniz
zəfərandan	zəfəran + dan
akbabalarsınız	akbaba + larsınız
dövüşçümüz	dövüşçü + müz
ekşitmeliymişsin	ekşit + meliymişsin
futbolçulara	futbolçu + lara
forumdaşın	forumdaş + ın
fleytanın	fleyta + nın
qoxunuz	qoxu + nuz
rüzgârınızı	rüzgâr + ınızı
muzeyin	muzey + in
fəlsəfəmizə	fəlsəfə + mizə
foklarınızda	fok + larınızda
bacınızdan	bacı + nızdan
güləcəyik	gül + əcəyik
busələrdən	busə + lərdən
gözünə	göz + ünə
geğirmeyecektik	geğir + meyecektik
rəngdən	rəng + dən
mənzərələrimin	mənzərə + lərimin
bacılarımda	bacı + larımda
ortağınızı	ortağ + ınızı
tozlanır	tozla + nır
eşantiyonlarını	eşantiyon + larını
yoldaşların	yoldaş + ların
çömçəquyruqlar	çömçəquyruq + lar
tələbələri	tələbə + ləri
similyaların	similya + ların
meyvələrin	meyvə + lərin
kapatacaktın	kapat + acaktın
uyarmazlar	uyar + mazlar
levreğimiz	levreğ + imiz
gülmüyorlar	gül + müyorlar
köpükləri	köpük + ləri
mənzərələrimizdən	mənzərə + lərimizdən
ön	ön
təbiətə	təbiət + ə
baldızlarıma	baldız + larıma
mü'min	mü'm + in
yıkanma	yıka + nma
qəlsəmələrin	qəlsəmə + lərin
vəziyyətləri	vəziyyət + ləri
götürüyorum	götür + üyorum
amcaymışsınız	amca + ymışsınız
parlatıcılarsın	parlatıcı + larsın
dalgalandırmamışsın	dalgalandır + mamışsın
hörümçəyinin	hörümçə + yinin
imambayıldısı	imambayıldı + sı
tütsülerdim	tütsü + lerdim
öğütmüyorsun	öğüt + müyorsun
baldızlarına	baldız + larına
mismarları	mismar + ları
dünyası	dünya + sı
geberecekmişiz	geber + ecekmişiz
uşaqlıqlarıma	uşaqlıq + larıma
dinozavrlarına	dinozavr + larına
hastalarınızın	hasta + larınızın
üstündə	üst + ündə
kölgələrinizin	kölgə + lərinizin
tələbəni	tələbə + ni
portağala	portağal + a
qardaşlarımızı	qardaş + larımızı
otomobillerimizden	otomobil + lerimizden
Smith	Smith
sattırtmelisiniz	sattırt + melisiniz
kazanmamıştınız	kazan + mamıştınız
devredemeyecekleri	devred + emeyecekleri
kapağınızdan	kapağ + ınızdan
ayaqqabıların	ayaqqabı + ların
evdəyidi	ev + dəyidi
yolundurmuyordum	yolundur + muyordum
kərgədanlara	kərgədan + lara
kuyumcularsın	kuyumcu + larsın
İngilizceleştirmiştiniz	İngilizceleştir + miştiniz
şaşırttırmayacaklar	şaşırttır + mayacaklar
yolundurmamışız	yolundur + mamışız
söyüdlərdən	söyüd + lərdən
kanununuza	kanun + unuza
bəbəklərdə	bəbək + lərdə
gösterirler	göster + irler
bakirelerdi	bakire + lerdi
buluşamıyorlardı	buluş + amıyorlardı
savaşınıza	savaş + ınıza
bitkilər	bitki + lər
dənizin	dəniz + in
bahçıvanmış	bahçıvan + mış
sözdizimleri	sözdizim + leri
buharlaşmazdınız	buharlaş + mazdınız
isimlərin	isim + lərin
sözcüsünün	sözcü + sünün
namazları	namaz + ları
dirsəkləriniz	dirsək + ləriniz
sitelerinden	site + lerinden
ayaqqabı	ayaqqabı
kaynaçları	kaynaç + ları
toplamalıydın	topla + malıydın
arzuhalcimizi	arzuhalci + mizi
irkeyellermişsiniz	irkeyel + lermişsiniz
marullarımızı	marul + larımızı
günəbaxanlar	günəbaxan + lar
ölçüt	ölçüt
kâsesinde	kâse + sinde
dondurmada	dondurma + da
yarasadan	yarasa + dan
kazanmadıydın	kazan + madıydın
kölgəmizdə	kölgə + mizdə
dokuruz	doku + ruz
dürtmeyeceksiniz	dürt + meyeceksiniz
dokudunuz	doku + dunuz
belə	belə
yemişlərimizdə	yemiş + lərimizdə
Kore'yi	Kore + 'yi
koyulaşmazdım	koyulaş + mazdım
parçalandılardı	parçalan + dılardı
mahnılar	mahnı + lar
kılıyormuş	kıl + ıyormuş
quşu	quş + u
aylar	ay + lar
delfinin	delfin + in
serpmemişmişsiniz	serp + memişmişsiniz
aramalıymışsınız	ara + malıymışsınız
şişiyorsunuz	şiş + iyorsunuz
ışıktan	ışık + tan
səhifəni	səhifə + ni
dolabların	dolab + ların
yaptırtmayacaktı	yaptırt + mayacaktı
açarı	açar + ı
tələbələr	tələbə + lər
pilləkənə	pilləkən + ə
gütmemiş	güt + memiş
pendirlərdə	pendir + lərdə
yerleşmişti	yerleş + mişti
quyruqları	quyruq + ları
sürtüklüğünün	sürtüklüğ + ünün
hüceyrələrdən	hüceyrə + lərdən
fəaliyyətimizin	fəaliyyət + imizin
lakaytlıklar	lakaytlık + lar
gözündən	göz + ündən
ayaqqabıya	ayaqqabı + ya
minderi	minder + i
düşmanının	düşman + ının
gözlərimin	göz + lərimin
atmosferinde	atmosfer + inde
sarımsaq	sarımsaq
ısırmışsın	ısır + mışsın
açarlarını	açar + larını
parlayarak	parla + yarak
əqrəblərimizdə	əqrəb + lərimizdə
üşenmemeliymişsiniz	üşen + memeliymişsiniz
sululuklarınızın	sululuk + larınızın
barışmıştınız	barış + mıştınız
sindirmişler	sindir + mişler
xəritələrimiz	xəritə + lərimiz
bayraq	bayraq
ata	at + a
pusmayacakmışsınız	pus + mayacakmışsınız
yığmalıydın	yığ + malıydın
müzakirəsində	müzakirə + sində
kaşlarımız	kaş + larımız
arzusuna	arzu + suna
əriyinizə	əri + yinizə
memleketimin	memleket + imin
anasına	ana + sına
onurğasını	onurğa + sını
xəritələrimiz	xəritə + lərimiz
korsanlarını	korsan + larını
qoxusunda	qoxu + sunda
buzdan	buz + dan
ölmeliymişim	öl + meliymişim
beyinləriniz	beyin + ləriniz
matç	matç
dalğaya	dalğa + ya
peçetelermişsin	peçete + lermişsin
aradı	ara + dı
cürləməliydi	cürləmə + liydi
kendiliğinden	kendiliğ + inden
atmamıyor	atma + mıyor
xəritənin	xəritə + nin
büktürülürdük	büktürül + ürdük
geçmişi	geçmiş + i
girdaplardım	girdap + lardım
buluşmayacaktınız	buluş + mayacaktınız
önceliklerinizden	öncelik + lerinizden
susturarak	sus + turarak
bazar	bazar
kütükten	kütük + ten
bekleyecektik	bekle + yecektik
motosikletə	motosiklet + ə
tülpanı	tülpan + ı
öldürmüyorduk	öldür + müyorduk
fəaliyyətlərimiz	fəaliyyət + lərimiz
biçinə	biçin + ə
yemişlərin	yemiş + lərin
kırdırdıydı	kırdır + dıydı
yoldaş	yoldaş
dirsəyimizin	dirsə + yimizin
günbəzi	günbəz + i
gözün	göz + ün
ərdən	ər + dən
neşriyatlarımızı	neşriyat + larımızı
qaçdın	qaç + dın
katılmayacaklar	katıl + mayacaklar
karamelimizden	karamel + imizden
yoğuruyormuşuz	yoğur + uyormuşuz
fəlsəfələrimdə	fəlsəfə + lərimdə
havuzlarımızı	havuz + larımızı
şaftalılarıma	şaftalı + larıma
kursiyerlerinizden	kursiyer + lerinizden
zamanda	zaman + da
Carrasco	Carrasco
ağlaşmıyorlar	ağlaş + mıyorlar
arxivlərinizin	arxiv + lərinizin
külahlarınızın	külah + larınızın
attırmamalıydım	attır + mamalıydım
akıllara	akıl + lara
klavyelerinizde	klavye + lerinizde
anamda	ana + mda
madenini	maden + ini
pişmiş	piş + miş
alətlərim	alət + lərim
tavuklarınızda	tavuk + larınızda
freniniz	fren + iniz
bayraq	bayraq
biseksüellerine	biseksüel + lerine
Kiev'den	Kiev + 'den
qonax	qonax
fleytaları	fleyta + ları
yedi	ye + di
qaçdı	qaç + dı
qardaşlarınızı	qardaş + larınızı
katmıyorsun	kat + mıyorsun
dırnağımızın	dırnağ + ımızın
dalğalarınızda	dalğa + larınızda
aldırtmamalıydım	aldırt + mamalıydım
hatırlarımıza	hatır + larımıza
anafazından	anafaz + ından
sünnətlərin	sünnət + lərin
kırmızıbiber	kırmızıbiber
itilmemiştiniz	itil + memiştiniz
ölçülmeyeceğim	ölçül + meyeceğim
bayquşa	bayquş + a
ereksiyanda	ereksiya + nda
dadandı	dadan + dı
kızlığından	kızlığ + ından
biblo	biblo
küsüyorduk	küs + üyorduk
karıştıracaklardı	karıştır + acaklardı
gözlərinizin	göz + lərinizin
gözlərim	göz + lərim
alətlərinin	alət + lərinin
ikazınızdan	ikaz + ınızdan
kozlarına	koz + larına
karpı	karp + ı
firavunumuzda	firavun + umuzda
güğümlerinde	güğüm + lerinde
depolara	depo + lara
pendirdə	pendir + də
şaftalımızı	şaftalı + mızı
qəlbin	qəlb + in
rotorumuzdan	rotor + umuzdan
ayaqqabıları	ayaqqabı + ları
canlandırmazlardı	canlandır + mazlardı
sinirlendirmezmiş	sinirlendir + mezmiş
dövüşçülermişsiniz	dövüşçü + lermişsiniz
pandeistlerdim	pandeist + lerdim
transfer	transfer
deliklerinizi	delik + lerinizi
sonsuzlarınızı	sonsuz + larınızı
qoxumuza	qoxu + muza
kapamalarımız	kapama + larımız
müselleslerimizde	müselles + lerimizde
kərgədanlara	kərgədan + lara
kilsəni	kilsə + ni
mitoxondridən	mitoxondri + dən
notilusunuzda	notilus + unuzda
ensemde	ense + mde
onarmazdım	onar + mazdım
palmiyelerinize	palmiye + lerinize
fahişələr	fahişə + lər
respublikalardan	respublika + lardan
gözlərini	göz + lərini
kaktusda	kaktus + da
sümüyümüzün	sümü + yümüzün
porsuklarınız	porsuk + larınız
kulaklarımızdan	kulak + larımızdan
sivilizasiyaları	sivilizasiya + ları
penisinizdən	penis + inizdən
istemiyorlarmış	iste + miyorlarmış
təzyiqlərdə	təzyiq + lərdə
gösterirdi	göster + irdi
döndürürdün	döndür + ürdün
baldızlarınızı	baldız + larınızı
ayrımcılığınızı	ayrımcılığ + ınızı
gücenirmiş	gücen + irmiş
plektrumlarınızı	plektrum + larınızı
arxivlərə	arxiv + lərə
oraqda	oraq + da
acıkmışız	acık + mışız
tarixin	tarix + in
deviniyorsunuz	devin + iyorsunuz
minarədən	minarə + dən
süngünü	süngü + nü
mələklərini	mələk + lərini
ertelendiğini	ertele + ndiğini
buludlarda	bulud + larda
beyinlərimdən	beyin + lərimdən
itmiyorsunuz	it + miyorsunuz
peyğəmbər	peyğəmbər
oyalamıyoruz	oyala + mıyoruz
hinterlandınızdan	hinterland + ınızdan
kəfgirlərinizdən	kəfgir + lərinizdən
brilyantlarda	brilyant + larda
buynuzlarından	buynuz + larından
Böyük	Böyük
çırpıda	çırpı + da
makaralarımızdan	makara + larımızdan
musluğuz	musluğ + uz
dalğıcda	dalğıc + da
filmdə	film + də
araştırmalarıma	araştır + malarıma
'Vurun	'Vurun
şənbədə	şənbə + də
pırasayı	pırasa + yı
dolaplar	dolap + lar
cehennemlerinizi	cehennem + lerinizi
busəyə	busə + yə
qoxularımı	qoxu + larımı
aktrisimizi	aktris + imizi
tərcümənə	tərcümə + nə
sıvılaştırırmışsınız	sıvılaştır + ırmışsınız
numaralamanızda	numaralama + nızda
ağacı	ağac + ı
ütüləri	ütü + ləri
kırdırtmıyormuş	kırdırt + mıyormuş
yermeliler	yer + meliler
sarımsaqdan	sarımsaq + dan
rəngləyirik	rənglə + yirik
özünüidarəetmədən	özünüidarəetmə + dən
zengin	zengin
rəngləyəcəksən	rənglə + yəcəksən
kapamamışmışsın	kapa + mamışmışsın
tısbağanın	tısbağa + nın
jurnalist	jurnalist
kemerlerde	kemer + lerde
kərpiclər	kərpic + lər
xəritələrimdə	xəritə + lərimdə
şampanyamızın	şampanya + mızın
alətinizə	alət + inizə
alətimizdə	alət + imizdə
dileklerini	dilek + lerini
kraliçasına	kraliça + sına
vazaları	vaza + ları
soğanlar	soğan + lar
dalgalandırıyordu	dalgalandır + ıyordu
doğramalıymışım	doğra + malıymışım
övmezlerdi	öv + mezlerdi
özünüidarəetmədə	özünüidarəetmə + də
xoruza	xoruz + a
baltaları	balta + ları
pirinçtiniz	pirinç + tiniz
bıçağınızdan	bıçağ + ınızdan
müsabiqədə	müsabiqə + də
uşaqlıqlarımıza	uşaqlıq + larımıza
qulaqdan	qulaq + dan
içmeyeceksin	iç + meyeceksin
yoldurmadınız	yoldur + madınız
okumayacaklardı	oku + mayacaklardı
köynəyimə	köynə + yimə
xalqanı	xalqa + nı
sivilizasiyanın	sivilizasiya + nın
sivilizasiyalar	sivilizasiya + lar
tepmezmişsin	tep + mezmişsin
diqqətləri	diqqət + ləri
dalğıcı	dalğıc + ı
yoldaşının	yoldaş + ının
kilsənin	kilsə + nin
âliminden	âlim + inden
bilemediydin	bile + mediydin
arxivdə	arxiv + də
qulağımız	qulağ + ımız
bıçağın	bıçağ + ın
dalğalarımın	dalğa + larımın
dalmadıydı	dal + madıydı
kirletmeyeceklermiş	kirlet + meyeceklermiş
elərik	elə + rik
dövüşmezmişim	dövüş + mezmişim
oğlancısı	oğlancı + sı
səviyyədə	səviyyə + də
malamozunuzdan	malamoz + unuzdan
dəmir	dəmir
saçmıyorsun	saç + mıyorsun
bürcdən	bürc + dən
oltalarmışız	olta + larmışız
acımayacak	acı + mayacak
bibərlərə	bibər + lərə
dodağa	dodağ + a
güldünüz	gül + dünüz
kırışıklıklarınızın	kırışıklık + larınızın
rəhbərlərinizin	rəhbər + lərinizin
onurğada	onurğa + da
cımbızlarımızdan	cımbız + larımızdan
sıvılaştırmıştım	sıvılaştır + mıştım
yəhudilər	yəhudi + lər
ininizde	in + inizde
sevişmeliymişim	seviş + meliymişim
düşman	düşman
sıfatlarınızda	sıfat + larınızda
büzünüzü	büz + ünüzü
qərənfildə	qərənfil + də
kıstım	kıs + tım
utandırırmış	utandır + ırmış
cevizimize	ceviz + imize
