input	target
sanomatta	sano + matta
lehdistön	lehdistö + n
Muntadar	Muntadar
vatsapuolella	vatsa + puolella
alkuvesi	alku + vesi
sanoneen	sano + neen
Lapin	Lap + in
laittaminen	laittaminen
erityiseen	erityi + seen
tuhoksi	tuho + ksi
KuPS	KuPS
Ylen	Yle + n
Luxemburgin	Luxemburg + in
lautapelien	lauta + pelien
johtavalta	johta + valta
tuhon	tuho + n
harjoitustyökursseja	harjoitus + työkursseja
kulho	kulho
taikka	taikka
suunhan	suu + nhan
jalkoja	jalk + oja
keskinkertaisuuden	keskinkertaisuu + den
mietteliään	mietteliä + än
puhumattakaan	puhu + mattakaan
assosiaatiokomiteoihin	assosiaatio + komiteoihin
erottaa	erottaa
kirjoittaessaan	kirjoitta + essaan
suhteellisia	suhteelli + sia
työelämässä	työ + elämässä
neutraaleja	neutraal + eja
lamauttaen	lamautta + en
porvareita	porvar + eita
tilanteessa	tilan + teessa
jääkiekkoliigassa	jää + kiekkoliigassa
kuvastaa	kuvastaa
seksiä	seksi + ä
hintojen	hin + tojen
Emmett	Emmett
tiettyyn	tietty + yn
kaltaiseksi	kaltai + seksi
joustettavasta	joust + ettavasta
marginaaliryhmän	marginaali + ryhmän
Mattighofenissa	Mattighofen + issa
jyrähdykset	jyrähdy + kset
kirjoitustapa	kirjoitus + tapa
osasta	osa + sta
ravitsemina	ravi + tsemina
CEDAW-sopimuksen	CEDAW + -sopimuksen
arjessa	ar + jessa
purkamisen	purkami + sen
aktiivisempaa	aktiivi + sempaa
AMK-perustutkinnon	AMK + -perustutkinnon
ruudinkatkusta	ruu + dinkatkusta
tarkistettava	tarkist + ettava
vuosijuhlassaan	vuosi + juhlassaan
vaihe	vaihe
tiedekuntajärjestöihin	tiede + kuntajärjestöihin
kuvitteellisessa	kuvitteelli + sessa
päältä	päältä
yhtenäisillä	yhtenäi + sillä
kaukaista	kaukai + sta
yhteenkiedottuihin	yhteen + kiedottuihin
toimintansa	toiminta + nsa
nopeita	nope + ita
pulloja	pullo + ja
muistutuksia	muistutu + ksia
jännityksestä	jännity + ksestä
puheessa	puhe + essa
sonnustautuneita	sonnustautu + neita
erityisiin	erityi + siin
asuissa	asu + issa
Prufrock	Prufrock
Hartikka	Hartikka
yksinkertaistamiseksi	yksinkertaistami + seksi
välityksellä	välity + ksellä
pyörittelee	pyörit + telee
halaavan	hala + avan
kimppuun	kimppuun
EU-huippukokouksessa	EU + -huippukokouksessa
polttoainepumppuun	poltto + ainepumppuun
kuudenneksi	kuude + nneksi
kesäkuisessa	kesä + kuisessa
satamapalvelujen	satama + palvelujen
puhemieheksi	puhe + mieheksi
pienpihaisimmilla	pien + pihaisimmilla
neuvostoliittolaisia	neuvostoliittolai + sia
ilmaistusta	ilmais + tusta
tietäisi	tietä + isi
pakoputkista	pako + putkista
Rf6	Rf6
pahvitornia	pahvi + tornia
metrillä	metri + llä
lätsähdä	lätsäh + dä
hulluksi	hullu + ksi
korkean	korkea + n
huono	huono
hallitsevan	halli + tsevan
vetäytyvät	vetäyty + vät
tutorointi	tu + torointi
tähtijärjestelmiä	tähti + järjestelmiä
syyttäköön	syyttä + köön
periytynyt	periyty + nyt
luovutus-	luovutus + -
Clintonille	Clinton + ille
herkkien	herkk + ien
kiinnitti	kiinnitt + i
kovinkaan	kovin + kaan
Togossa	Togo + ssa
palauttanut	palautta + nut
puhuakaan	puhua + kaan
jalalle	jal + alle
kokoontui	kokoontu + i
kakkosluokkalaisille	kakkos + luokkalaisille
pesäpakoisia	pesä + pakoisia
rinne	rinne
käytäntöön	käytäntö + ön
hyödykkeissä	hyödyk + keissä
olevasi	ol + evasi
eilisessä	eili + sessä
sairaalahoitoaan	sairaala + hoitoaan
aktiivisin	aktiivi + sin
Alpha-salissa	Alpha + -salissa
Tallink	Tallink
kuljettaneen	kuljetta + neen
edellisvuosien	edellis + vuosien
strategioihin	strategi + oihin
taskumme	tasku + mme
hirveä	hirveä
kelvottomaksi	kelvot + tomaksi
sivuille	sivu + ille
älytavaroita	äly + tavaroita
täytettiin	täyt + ettiin
2006-2007	2006-2007
kulutuksesta	kulutu + ksesta
lisävakuutuksen	lisä + vakuutuksen
omakotitalosta	oma + kotitalosta
Uusi-Seelanti	Uusi-Seelanti
A6-0002/2005	A6-0002/2005
Elisa	Elisa
mediamaksun	media + maksun
kourissa	kour + issa
ydinfissiopolitiikan	ydin + fissiopolitiikan
kreikkalaisille	kreikkalai + sille
ledille	ledi + lle
katsottu	katso + ttu
nostaneet	nosta + neet
rakkaan	rak + kaan
kullasta	kul + lasta
alkanu	alka + nu
ajattelu	ajattelu
konekorttelin	kone + korttelin
käyttäneet	käyttä + neet
mykotoksiinin	mykotoksiini + n
vähäisenä	vähäi + senä
alttaritaulua	alttari + taulua
kuuluva	kuulu + va
Daily	Daily
ammattioppilaitoksia	ammatti + oppilaitoksia
velvollisuuksista	velvollisuu + ksista
valtuustopaikkaan	valtuusto + paikkaan
luotan	luot + an
dollyja	dolly + ja
Bourg-en-Bressen	Bourg-en-Bresse + n
sukupolvea	suku + polvea
asianosaisen	asian + osaisen
kaiken	kaiken
puoliperävaunulla	puoli + perävaunulla
taulun	taulu + n
riippuvuuden	riippuvuu + den
veljen	vel + jen
opettajana	opettaja + na
Parthian	Parthia + n
koneteekkareiden	kone + teekkareiden
huomattava	huoma + ttava
heinäkuussa	heinäkuu + ssa
tutustumispäivä	tutustumis + päivä
tänne	tänne
helppous	helppous
vetämättä	vetä + mättä
lehmistä	lehm + istä
palkat	palk + at
türkiin	türki + in
tehottoman	tehot + toman
tanhuat	tanhua + t
pelastukseen	pelastu + kseen
saati	saati
syöpäriski	syöpä + riski
ymmärtää	ymmärtää
nojaa	noja + a
leikkauksia	leikkau + ksia
kansallisesti	kansallisesti
kyseenalaistua	kyseenalaistua
Sirkiä	Sirkiä
yhteistyönä	yhteis + työnä
tontin	tont + in
antamiaan	anta + miaan
transsin	transsi + n
todisteet	todiste + et
askeleista	askel + eista
epäpuhtauksia	epä + puhtauksia
murhaamaan	murha + amaan
antamiseksi	antami + seksi
Kauppala	Kauppala
arvoista	arvo + ista
liikemiesten	liike + miesten
SS-johtaja	SS + -johtaja
kutsuttujen	kutsuttu + jen
Kostromasta	Kostrom + asta
Hustonin	Huston + in
laittomuuksiin	laittomuu + ksiin
välkkymisen	välkkymi + sen
sisällä	sisällä
porvarius	porvarius
laajemmilla	laaj + emmilla
toisekseen	toisekseen
siteerattu	siteera + ttu
kahvipöydissä	kahvi + pöydissä
vertikaalisiin	vertikaali + siin
aamuksi	aamu + ksi
tupla	tupla
halvalla	hal + valla
Deventerissä	Deventer + issä
hupenemista	hupenemi + sta
valvontajakson	valvonta + jakson
triviaalia	triviaali + a
syöttöpaikalle	syöttö + paikalle
omena	omena
kotitalousvähennyksen	koti + talousvähennyksen
hissiä	hissi + ä
väliaikaisen	väli + aikaisen
kainalopaikan	kainalo + paikan
kohdistuvan	kohdistu + van
polttivat	poltt + ivat
kehoonsa	keho + onsa
puolet	puol + et
luetelluilla	luetell + uilla
äänitettiin	äänit + ettiin
Kaipiainen	Kaipiainen
torjuminen	torjuminen
Raphanus	Raphanus
pesää	pesä + ä
keskustelutilaisuuksia	keskustelu + tilaisuuksia
limsani	limsa + ni
päänsärkyä	pään + särkyä
lyhyeksi	lyhy + eksi
karvanlähtöaika	karva + nlähtöaika
keksittiin	keksi + ttiin
rauhoitun	rauhoit + un
yllätysyllätys	yllätys + yllätys
katsomansa	katso + mansa
huomattavat	huomattava + t
käsitteellä	käsit + teellä
puheenvuoroa	puheen + vuoroa
pääkaupungin	pää + kaupungin
strategialla	strategia + lla
laivallakin	laiva + llakin
semstvon	semstvo + n
todistanut	todista + nut
500	500
lieassa	lie + assa
korvausvastuun	korvaus + vastuun
äkkinäinen	äkkinäinen
albumia	albumi + a
poliisillekin	poliisi + llekin
kesälomaansa	kesä + lomaansa
ropsahteli	ropsah + teli
Real3D:n	Real3D + :n
toivomuslistalleen	toivomus + listalleen
taloudellisesta	taloudelli + sesta
kohmeisuus	kohmeisuus
paikallisti	paikallist + i
logiikka	logiikka
Max	Max
myönteisistä	myöntei + sistä
yleissopimuksen	yleis + sopimuksen
demokraatti	demokraatti
unohdettuna	unoh + dettuna
ulospäin	ulospäin
perättäisenä	perättäi + senä
materiaalia	materiaali + a
yllättävän	yllättävän
yrittäjyyden	yrittäjyy + den
määräyksellä	määräy + ksellä
lievästi	lievästi
oikeustoimilla	oikeus + toimilla
makaisin	ma + kaisin
rajoituksista	rajoitu + ksista
vaihtoon	vaihto + on
muotonsa	muoto + nsa
basilikaa	basilika + a
pyhimys	pyhimys
käyttäessään	käyttä + essään
äkkimakeaa	äkki + makeaa
kosteaan	kostea + an
yhteyksien	yhtey + ksien
Magnetic	Magnetic
omistaa	omistaa
seurueeseen	seurue + eseen
vertailuselvitys	vertailu + selvitys
paistamisessa	paistami + sessa
raportoidaan	raportoida + an
korkea-arvoista	korkea + -arvoista
10.20	10.20
suihkukin	suihku + kin
valintansa	valinta + nsa
sammakoiden	sammak + oiden
asianomaiselle	asian + omaiselle
kaataa	kaataa
2006-2009	2006-2009
hopeasilmil	hopeasilm + il
walesilainen	walesilainen
Judit	Judit
keskivero	keski + vero
yllättäessä	yllättä + essä
kehittymistä	kehittymi + stä
K(1999)	K(1999)
Wallenius	Wallenius
trenkin	trenki + n
ahdistavilta	ahdistav + ilta
saatossa	saat + ossa
Karpela	Karpela
kunnostettua	kunnost + ettua
selvän	selvä + n
erektiovaikeuksista	erektio + vaikeuksista
kommentoimaan	kommentoi + maan
laiva	laiva
rekisteröidytään	rekisteröi + dytään
porojen	poro + jen
pääsisimme	pääs + isimme
päätettyihin	päät + ettyihin
BBC	BBC
1952–1954	1952–1954
ei-kaistapäitä	ei + -kaistapäitä
teknisiä	tekni + siä
maa-alueita	maa + -alueita
kuukauden	kuukau + den
kämppiä	kämpp + iä
märkinä	märk + inä
kokonaiskuvaa	kokonais + kuvaa
elämistä	elämi + stä
soittaan	soittaa + n
tuho	tuho
turvalaitetöiden	turva + laitetöiden
kesäpäivä	kesä + päivä
nihkeä	nihkeä
tapasimme	ta + pasimme
kustannetaan	kustan + netaan
kaatoi	kaat + oi
muotoile	muotoil + e
asteessa	aste + essa
parlamenteissamme	parlament + eissamme
klaffituolia	klaffi + tuolia
Kapitin	Kapit + in
pitemmälle	pit + emmälle
Tehyn	Tehy + n
haastatelluista	haastatell + uista
Digit	Digit
mekon	mek + on
provinssien	provinssi + en
shoppailukierroksen	shoppailu + kierroksen
keskusta	keskus + ta
oppilasryhmältä	oppilas + ryhmältä
parveillessa	parveill + essa
concepteja	concept + eja
kehujen	kehu + jen
alueella	alue + ella
linkkien	linkki + en
tilastossa	tilasto + ssa
kappaleet	kappale + et
Daytona	Daytona
vaihtamalla	vaihta + malla
vakaa	vakaa
2.3.2008	2.3.2008
kissanmakkaroita	kissa + nmakkaroita
CIA	CIA
tiedostoon	tiedosto + on
täyttymistä	täyttymi + stä
kysymyksensä	kysymy + ksensä
käyttöönoton	käyttöönot + on
pääsiäisvirsi	pääsiäis + virsi
functioning	functioning
vaarallinen	vaarallinen
entistäkin	enti + stäkin
polkumyyntitutkimukseen	polku + myyntitutkimukseen
EU-tuomioistuimesta	EU + -tuomioistuimesta
Itävallan	Itäval + lan
kaivetusta	kaiv + etusta
aineita	aine + ita
palaamisen	palaami + sen
itsensä	itsensä
allekirjoittaa	alle + kirjoittaa
alko	alk + o
tiloista	til + oista
arviointiraportti	arviointi + raportti
kiinnitettynä	kiinnit + ettynä
Zuzana	Zuzana
kehittävään	kehittävä + än
turhamaisuutta	turhamaisuu + tta
kosketusetäisyydellä	kosketus + etäisyydellä
asentaja	asentaja
pinnalta	pin + nalta
pimittää	pimittää
dolly	dolly
vapaudesta	vapau + desta
selkeään	selkeä + än
tiedostossa	tiedosto + ssa
muotoisia	muotoi + sia
puoluetta	puolue + tta
kiloo	kilo + o
vuosikertomus	vuosi + kertomus
tuoksujen	tuoksu + jen
vaatisi	vaati + si
pilliä	pilli + ä
iloitse	iloi + tse
puolen	puol + en
huolenaiheisiin	huolen + aiheisiin
hiljalleen	hiljalleen
maasta	maa + sta
tapahtumasta	tapahtuma + sta
aikaisempia	aikai + sempia
liikevoitto	liike + voitto
pääset	pääs + et
Cleveland	Cleveland
arvioivat	arvioi + vat
valuma-alue	valuma + -alue
terveitä	terve + itä
Harrilta	Harri + lta
vierailuja	vierailu + ja
hemiselluloosaa	hemi + selluloosaa
itku	itku
vankeja	vank + eja
lakkasi	lak + kasi
suomen	suom + en
vahvistaa	vahvistaa
johtivat	joht + ivat
asuntomyyntiä	asunto + myyntiä
laskentapohjaa	laskenta + pohjaa
1513	1513
ilmaisee	ilmais + ee
herkkuineen	herkku + ineen
tuohtunutta	tuohtunut + ta
senkin	se + nkin
Oilin	Oil + in
Anti-Slavery	Anti-Slavery
psykologisesta	psykologi + sesta
kokoontuvat	kokoontu + vat
kiista	kiista
saaristossa	saaristo + ssa
tukkansa	tukka + nsa
yleisöä	yleisö + ä
syvänsinistä	syvän + sinistä
rasitteen	rasit + teen
tehdasalueen	tehdas + alueen
lentoyhtiöille	lento + yhtiöille
räpelsivät	räpel + sivät
Donwoodin	Donwood + in
Tahvanainen	Tahvanainen
sekasorron	seka + sorron
kanisterillisia	kanisterilli + sia
rajoittaa	rajoittaa
yllättäviä	yllättäv + iä
ja	ja
vähensi	vähen + si
lomakkeita	lomak + keita
tuet	tu + et
suoraan	suoraan
kebabin	kebab + in
festiretkueemme	festi + retkueemme
näytellyt	näytell + yt
toimipisteistä	toimi + pisteistä
jokea	jok + ea
Sims	Sims
1956	1956
kirjakielestä	kirja + kielestä
rikollisuuden	rikollisuu + den
julkiselle	julki + selle
alkoholisoituvien	alkoholisoitu + vien
Kalliovuorille	Kallio + vuorille
hyväksymisen	hyväksymi + sen
8500	8500
Rain	Rain
menthol	menthol
kuvataan	kuvata + an
huolehtimista	huolehtimi + sta
luonto	luonto
hallitseva	hallitseva
1943–1946	1943–1946
sotku	sotku
numerot	numero + t
Nadja	Nadja
tutkimuksista	tutkimu + ksista
pyysivät	pyy + sivät
salamanteri	salamanteri
haasteita	haaste + ita
herkuista	herk + uista
verrata	verrata
ministerineuvosto	ministeri + neuvosto
välittämällä	välittä + mällä
urhean	urhea + n
testamenttien	testamentti + en
yhdenvertaisuuden	yhdenvertaisuu + den
Salmelta	Salm + elta
aikanaan	aika + naan
hyvitysjärjestely	hyvitys + järjestely
tahriintunutta	tahriintu + nutta
terminaalissa	terminaali + ssa
arvokkaammista	arvok + kaammista
2423/2001	2423/2001
jäljelle	jäljelle
WC-pöntön	WC + -pöntön
iskulla	isku + lla
karanteenimaksu	karanteeni + maksu
Outokumpu	Outokumpu
vuosivauhtia	vuosi + vauhtia
kantapäät	kanta + päät
tekstiviestit	teksti + viestit
Kiinalle	Kiina + lle
4.Rf3	4.Rf3
tilien	tili + en
poliisin	poliisi + n
kebabpitsa	kebab + pitsa
lähestymistie	lähesty + mistie
keskeneräisiä	kesken + eräisiä
ääneen	ään + een
hieno	hieno
ihkumpi	ihku + mpi
7,5°	7,5°
alppihiihdon	alppi + hiihdon
tarkkuutta	tarkkuu + tta
samankaltaista	samankaltai + sta
sisustettu	sisust + ettu
106266-06-2	106266-06-2
raapiminen	raapiminen
julkisella	julki + sella
hyvinvointia	hyvin + vointia
hajasijoittamisen	haja + sijoittamisen
intoillut	intoill + ut
Nobel	Nobel
yleissopimuksesta	yleis + sopimuksesta
diktatuuria	diktatuuri + a
pyhäntäläinen	pyhäntäläinen
muutun	muut + un
lumessa	lum + essa
liittovaltioprosessia	liitto + valtioprosessia
ehdotukselle	ehdotu + kselle
voittamalla	voitta + malla
haastattelussa	haastattelu + ssa
suurissa	suuri + ssa
kuolemasta	kuolema + sta
kilometri	kilo + metri
täydentämiseksi	täydentämi + seksi
Nahkamansikat	Nahkamansikat
KOM(2004)0096	KOM(2004)0096
kovempi	kov + empi
kitaristina	kitaristi + na
A:n	A + :n
aineisiin	aine + isiin
piikkikoroilla	piikki + koroilla
solmimaan	solmi + maan
ikävän	ikävä + n
joukkuekultaa	joukkue + kultaa
kuten	kuten
köyhemmille	köyh + emmille
Fischer	Fischer
pienentää	pienentää
tekemää	te + kemää
Vilhelm	Vilhelm
hyväksikäyttäjä	hyväksikäyttäjä
kortteli	kortteli
neulasten	neula + sten
albus	albus
suklaiset	suklai + set
Pulliainen	Pulliainen
luottoluokituslaitoksella	luotto + luokituslaitoksella
valossa	valo + ssa
Hopeeksi	Hopee + ksi
jännitys	jännitys
koralliriuttojen	koralli + riuttojen
sammuttaakseni	sammuttaa + kseni
kaaviosta	kaavio + sta
henkilöstöstä	henkilöstö + stä
oppiaineessa	oppi + aineessa
politiikka	politiikka
haitannut	haita + nnut
tarkoituksista	tarkoitu + ksista
mainos	mainos
etupuolelle	etu + puolelle
sisältyvät	sisälty + vät
Littoistentien	Littoistentie + n
elementtiä	elementti + ä
tieteenhistorian	tieteen + historian
liioiteltuja	liioitel + tuja
tuota	tuo + ta
ääniin	ääni + in
eteläisellä	eteläi + sellä
muuttoliikeilmiöiden	muutto + liikeilmiöiden
päiväkausiksi	päivä + kausiksi
täytäntöönpanossa	täytäntöönpano + ssa
Berkshire	Berkshire
valunut	valu + nut
vastaantulevien	vastaan + tulevien
kysyessäsi	kysy + essäsi
rokoteta	rokot + eta
läheni	lähe + ni
nettotuotoissa	netto + tuotoissa
savupiipussa	savu + piipussa
lipusta	lip + usta
suomalaisvoittaja	suomalais + voittaja
kaipuun	kaipuu + n
ideologialtaan	ideologia + ltaan
opensource-keskus	opensource + -keskus
rakennuksissa	rakennu + ksissa
Breaking	Breaking
esitutkinnan	esi + tutkinnan
Kaukaluoto	Kaukaluoto
sovittu	so + vittu
sihteerin	sihteeri + n
saavuttanut	saavutta + nut
piinanneesta	piina + nneesta
hieroen	hiero + en
pesäkoloistaan	pesä + koloistaan
lakkonsa	lakko + nsa
Pohjois-Koreassa	Pohjois-Korea + ssa
vesiliukoisuuden	vesi + liukoisuuden
hallinta	hallinta
huh	huh
Ison-Britannian	Iso + n-Britannian
antavassa	antava + ssa
junailuasia	junailu + asia
Clausilia	Clausilia
kivat	kiva + t
noustaan	nousta + an
lotossa	lot + ossa
maanviljelijä	maan + viljelijä
liittovaltion	liitto + valtion
kevätkaipuu	kevät + kaipuu
taidekauppiaalle	taide + kauppiaalle
lounastauolle	lounas + tauolle
virallisen	viralli + sen
toiveita	toive + ita
minuutti	minuutti
saarelle	saar + elle
AC	AC
lukeneet	luke + neet
huolestua	huolestua
toteuttaminen	toteuttaminen
tonttien	tontti + en
ratsattu	ratsa + ttu
valinnut	vali + nnut
tapahtuma	tapahtuma
käyttäytymisestä	käyttäytymi + sestä
kauppalakia	kauppa + lakia
suorassa	suora + ssa
kirjassaan	kirja + ssaan
Mäkelää	Mäkelä + ä
tummalta	tumma + lta
Sortavalan	Sortavala + n
näyttelijäkoulussa	näyttelijä + koulussa
korkopisteeseen	korko + pisteeseen
moniajo-ominaisuuksia	moniajo + -ominaisuuksia
1968	1968
luennoitsijaa	luennoitsija + a
viimeisten	viimei + sten
Pateniemessä	Pateniem + essä
nauta-alan	nauta + -alan
maanmittauksen	maan + mittauksen
äänestämässä	äänestä + mässä
upeasta	upea + sta
Seagulls	Seagulls
Kisbockenilla	Kisbocken + illa
veroisia	veroi + sia
Eduardo	Eduardo
välituntia	väli + tuntia
Gorbatshov	Gorbatshov
maksanut	maksa + nut
tarpeitaan	tar + peitaan
Kiinassa	Kiina + ssa
kuvaili	kuvail + i
cd-levyillä	cd + -levyillä
sarakkeessa	sarak + keessa
yksilöitä	yksilö + itä
opintohallintopäällikkö	opinto + hallintopäällikkö
tilintarkastustuomioistuimelle	tilin + tarkastustuomioistuimelle
kotona	kotona
hiukkasfysiikan	hiukkas + fysiikan
McCallie	McCallie
viiruisen	viirui + sen
Lakka	Lakka
jäämässä	jää + mässä
->	->
kokonaisuuteen	kokonaisuu + teen
30-65-vuotiaita	30 + -65-vuotiaita
Putinin	Putin + in
National	National
kuitukasvilajien	kuitu + kasvilajien
Tyynellämerellä	Tyyn + ellämerellä
kaikkine	kaikki + ne
Khosroiani-dynastia	Khosroiani + -dynastia
laaditut	laa + ditut
puolueittain	puolueittain
tuoleja	tuol + eja
maahanmuuttaja	maahan + muuttaja
arvokkaiden	arvok + kaiden
siirrot	siir + rot
irakilaisia	irakilai + sia
ohitan	ohit + an
eron	ero + n
kerry	ker + ry
rivitaloasunnon	rivi + taloasunnon
palkintoperusteissa	palkinto + perusteissa
itärannikon	itä + rannikon
luotsaus	luotsaus
ihmisryhmän	ihmis + ryhmän
kätellään	kätellä + än
pöytä	pöytä
LX	LX
brittijäseniä	britti + jäseniä
aavistustakaan	aavistus + takaan
tuulta	tuul + ta
1827	1827
parannettua	paran + nettua
rullaportaille	rulla + portaille
keräämänsä	kerä + ämänsä
korkeimman	korke + imman
2005–2008	2005–2008
maailmanloppu	maailman + loppu
seikasta	seik + asta
alkalimetallien	alkali + metallien
painostusryhmien	painostus + ryhmien
heijastussinistä	heijastus + sinistä
maanviljelijöiksi	maan + viljelijöiksi
välinevarastoon	väline + varastoon
aikaisempaan	aikai + sempaan
vanhempi	vanh + empi
järjestetyllä	järjest + etyllä
rintasyöpä	rinta + syöpä
mukavampi	mukava + mpi
keltuaiset	keltuai + set
edustaa	edustaa
laaja-alaisesti	laaja + -alaisesti
kuuluvan	kuulu + van
lepattavat	lepatta + vat
Irakiin	Irak + iin
verotusta	verotus + ta
Magnus	Magnus
rusahdusten	rusahdus + ten
välskärinä	välskäri + nä
vanhenen	vanhe + nen
kapasiteetin	kapasiteet + in
kaksoisveljeni	kaksois + veljeni
varrelle	varrelle
The	The
maahanmuutto-	maahan + muutto-
hintalappu	hinta + lappu
kotioloissa	koti + oloissa
NRW:llä	NRW + :llä
Aarhus	Aarhus
palelsi	palel + si
matkusti	matkust + i
lahjaa	lahja + a
puhemiehen	puhe + miehen
perustettavaksi	perust + ettavaksi
irtoavan	ir + toavan
sotilas	sotilas
äityi	äity + i
raskasta	raskas + ta
nimikkeet	nimik + keet
Baabeliin	Baabel + iin
tarjoaa	tarjo + aa
maanantaisin	maanantaisin
kauheen	kauhe + en
polvileikkauspotilas	polvi + leikkauspotilas
sith-lordi	sith + -lordi
Renault	Renault
romutettavaksi	romut + ettavaksi
urheilijoiden	urheilij + oiden
teknisissä	tekni + sissä
alaspäin	alaspäin
hävinneet	hävi + nneet
kuiskaillen	kuiskaill + en
aakkoset	aakko + set
Marilyn	Marilyn
opiskelijailloissa	opiskelija + illoissa
kullekin	ku + llekin
reirestäs	rei + restäs
onnistuessaan	onnistu + essaan
paperihaarniskoista	paperi + haarniskoista
220-265	220-265
ekskun	eksku + n
kankaiset	kankai + set
varantovelvoitteen	varanto + velvoitteen
odottava	odotta + va
PsT	PsT
kulutus	kulutus
mitkä	mi + tkä
naisystävienne	nais + ystävienne
uskaltavat	uskalta + vat
viiniä	viini + ä
pakolaisista	pakolai + sista
keskustelutilaisuuden	keskustelu + tilaisuuden
sovittanut	sovitta + nut
järvi	järvi
käynnistäneet	käynnistä + neet
tukia	tuki + a
savustuslastujen	savustus + lastujen
sortoon	sorto + on
ilmoittanut	ilmoitta + nut
kirjeillä	kirje + illä
sujuvasti	sujuvasti
yksilöity	yksilöi + ty
pyhäinjäännöksille	pyhäin + jäännöksille
käytetystä	käyt + etystä
merimiehiä	meri + miehiä
odota	odot + a
Joensuusta	Joensuu + sta
hyväksyttyjen	hyväksy + ttyjen
Harris	Harris
kiertueita	kiertue + ita
vihaisemmalta	vihai + semmalta
turistirysissä	turisti + rysissä
nojalla	nojalla
Dagens	Dagens
järjestivät	järjest + ivät
välittömät	välit + tömät
tämän	tämän
vastaanotettavaa	vastaanotettava + a
miljoonalla	miljoona + lla
nukkumaanmenoa	nukkumaan + menoa
vastaantulijoiden	vastaantulij + oiden
sisältöjen	sisältö + jen
hyvälle	hyvä + lle
matkustajan	matkustaja + n
maanantaita	maanantai + ta
palattiin	pala + ttiin
ulkomaalaisista	ulko + maalaisista
torjua	torjua
Standard	Standard
loppukeväästä	loppu + keväästä
syytti	syytt + i
tietokoneella	tieto + koneella
ilmene	ilme + ne
kokonaisiksi	kokonai + siksi
käsivarsi	käsi + varsi
nuoremman	nuor + emman
mestarina	mestari + na
Loimaalla	Loimaa + lla
oikeusprosessin	oikeus + prosessin
kastikepohjaan	kastike + pohjaan
uimari	uimari
kolakka	kolakka
1-2	1-2
debyyttialbumi	debyytti + albumi
kaupallisilla	kaupalli + silla
firmoihin	firm + oihin
oululainen	oululainen
vaikeuksiin	vaikeu + ksiin
asui	asu + i
William	William
päävalmentajakseen	pää + valmentajakseen
akaasioissa	akaasi + oissa
tiedotteessaan	tiedot + teessaan
liittyvät	liitty + vät
Blackburnissa	Blackburn + issa
keskuslukitusta	keskus + lukitusta
ylimyksille	ylimy + ksille
laajenna	laajen + na
arkkua	arkku + a
Trouble	Trouble
korjattu	korja + ttu
keuhkoni	keuhko + ni
keskusteluun	keskustelu + un
Bundesrat	Bundesrat
mielenkiintonsa	mielenkiinto + nsa
hunajalle	hunaja + lle
taaskaa	taas + kaa
vaatima	vaati + ma
näytöksen	näytö + ksen
ympäristöpolitiikassa	ympäristö + politiikassa
julkaisu	julkaisu
Stamman	Stamma + n
lennokkien	lennokki + en
keskittyvät	keskitty + vät
sosiaaliturvasta	sosiaali + turvasta
Nokia	Nokia
analyysiherkkyyden	analyysi + herkkyyden
leikkaisivat	leik + kaisivat
pidätetty	pidät + etty
merkit	merk + it
toimistoluolakarhu	toimisto + luolakarhu
olkikoiran	olki + koiran
ponnistelumme	ponnistelu + mme
Radioheadiksi	Radiohead + iksi
yksittäiset	yksittäi + set
Bryssel	Bryssel
työmäärän	työ + määrän
keskiarvosta	keski + arvosta
makujakin	maku + jakin
rinnassaan	rin + nassaan
shakinpelaaja	shakin + pelaaja
palon	pal + on
suosittu	suosittu
harkitsi	harki + tsi
viidenteen	viide + nteen
Ratcliffen	Ratcliffe + n
ainutlaatuisten	ainutlaatui + sten
ovella	ov + ella
koulutukseksi	koulutu + kseksi
päivittänyt	päivittä + nyt
einekset	eine + kset
reunamat	reunama + t
Uzbekistanin	Uzbekistan + in
maksuton	maksuton
saattavatkin	saatta + vatkin
lähimmäisten	lähimmäi + sten
1817	1817
kansalaisista	kansalai + sista
kauneimman	kaun + eimman
elätettyä	elät + ettyä
OHL-liigassa	OHL + -liigassa
Windowsin	Windows + in
myönnytyksen	myönnyty + ksen
uudistaja	uudistaja
kysynyt	kysy + nyt
miehuuttani	miehuu + ttani
veroiset	veroi + set
lapsenne	laps + enne
SOK	SOK
voidaan	voida + an
koska	koska
erityistarpeita	erityis + tarpeita
kuluttajansuojaa	kuluttajan + suojaa
valkoista	valkoi + sta
ilmeni	ilme + ni
Irlanti	Irlanti
kohdallaan	koh + dallaan
Keuruulla	Keuruu + lla
päätteeksi	päät + teeksi
hyväksyntäkin	hyväksyntä + kin
ottavien	otta + vien
esittämät	esittä + mät
teimme	te + imme
kasa	kasa
pysyttelevät	pysyt + televät
avoimuudesta	avoimuu + desta
kokeilemaan	kokeil + emaan
Frans	Frans
rivit	rivi + t
venähdettyä	venäh + dettyä
toimittajien	toimittaj + ien
eläinkuljettajat	eläin + kuljettajat
kuuluisia	kuuluis + ia
ihanasti	ihanasti
20.10.10	20.10.10
laskostumaan	laskostu + maan
kietoo	kieto + o
kristillisten	kristilli + sten
vajaalla	vajaa + lla
osallistukaa	osallistu + kaa
pyörähti	pyöräht + i
varsinaisesti	varsinaisesti
uudistaa	uudistaa
Äetsa	Äets + a
huikeat	huikea + t
