input	target
psixoterapiya	psixoterapiya
mitoxondrilərdə	mitoxondri + lərdə
sivilizasiyanın	sivilizasiya + nın
dəyirmandan	dəyirman + dan
dodağın	dodağ + ın
açarlardan	açar + lardan
hüceyrəmizin	hüceyrə + mizin
dırnağı	dırnağ + ı
müqayisəni	müqayisə + ni
müzakirələrimizdə	müzakirə + lərimizdə
düşmənlərimizin	düşmən + lərimizin
şaftalısının	şaftalı + sının
bacıları	bacı + ları
rəssamda	rəssam + da
düşmanlarınız	düşman + larınız
mitoxondriləri	mitoxondri + ləri
quyruqlara	quyruq + lara
dirsəklərinin	dirsək + lərinin
düşmanınızda	düşman + ınızda
beynimizə	bey + nimizə
rəhbərimdə	rəhbər + imdə
şənbələrə	şənbə + lərə
oyuncaq	oyuncaq
göbəklərdə	göbək + lərdə
jurnalistə	jurnalist + ə
rəhbərlərin	rəhbər + lərin
qulağımızda	qulağ + ımızda
fırtınalarda	fırtına + larda
dodaq	dodaq
dibçək	dibçək
yetişincə	yetiş + incə
namazlarınıza	namaz + larınıza
qılınc	qılınc
quyruqda	quyruq + da
kitab	kitab
rəhbərlərində	rəhbər + lərində
onu	o + nu
dinozavr	dinozavr
dalğalarıma	dalğa + larıma
hüceyrəniz	hüceyrə + niz
dalğalarımdan	dalğa + larımdan
dalğaya	dalğa + ya
avqustların	avqust + ların
təbiətlər	təbiət + lər
müzakirələrinizdə	müzakirə + lərinizdə
düşmənlər	düşmən + lər
kompüterdə	kompüter + də
dovşanlardan	dovşan + lardan
qoxumuz	qoxu + muz
vəziyyətiniz	vəziyyət + iniz
dilənçiləri	dilənçi + ləri
süngünüzə	süngü + nüzə
təyyarələrdən	təyyarə + lərdən
qələbənin	qələbə + nin
minarədən	minarə + dən
alçalarımda	alça + larımda
dülgərlərə	dülgər + lərə
ereksiyalarında	ereksiya + larında
bağırsağa	bağırsağ + a
şaftalılarımdan	şaftalı + larımdan
tərcümələriniz	tərcümə + ləriniz
şənbələrin	şənbə + lərin
kərgədanlara	kərgədan + lara
kölgəsini	kölgə + sini
qərənfilə	qərənfil + ə
əqrəbinizdən	əqrəb + inizdən
mizrablardan	mizrab + lardan
dəvəquşundan	dəvəquşu + ndan
beyinləriniz	beyin + ləriniz
xəzinədən	xəzinə + dən
canı	can + ı
Peterinən	Peter + inən
əriklərimiz	ərik + lərimiz
bıçağınızdan	bıçağ + ınızdan
sabunlardan	sabun + lardan
günbəzlərin	günbəz + lərin
məktəblərə	məktəb + lərə
baldızımız	baldız + ımız
gecənin	gecə + nin
onurğan	onurğa + n
şirkətlərdən	şirkət + lərdən
şaftalıda	şaftalı + da
fəlsəfələrimi	fəlsəfə + lərimi
futbolçudan	futbolçu + dan
onurğanızdan	onurğa + nızdan
isimlərdə	isim + lərdə
ereksiyalarınızdan	ereksiya + larınızdan
gülüşümdən	gülüş + ümdən
soğanların	soğan + ların
ciblər	cib + lər
mənzərəmin	mənzərə + min
kərtənkələyə	kərtənkələ + yə
pendirlərdən	pendir + lərdən
fəlsəfələri	fəlsəfə + ləri
qaçacağam	qaç + acağam
dəmirdə	dəmir + də
osminoqda	osminoq + da
yemişlərin	yemiş + lərin
ereksiyamı	ereksiya + mı
məktəbimə	məktəb + imə
süzgəcdən	süzgəc + dən
mitoxondridən	mitoxondri + dən
şkaflar	şkaf + lar
dinozavrların	dinozavr + ların
dünyası	dünya + sı
oyuncağa	oyuncağ + a
xəstəlik	xəstəlik
mismarlarda	mismar + larda
bıçağında	bıçağ + ında
dalğalara	dalğa + lara
sümüklərinizi	sümük + lərinizi
texnologiyalardan	texnologiya + lardan
maşından	maşın + dan
namazların	namaz + ların
ördəklərin	ördək + lərin
analarının	ana + larının
kişilərdə	kişi + lərdə
xəzinən	xəzinə + n
adanın	ada + nın
baldızımızın	baldız + ımızın
səbəblərin	səbəb + lərin
ensiklopediyaların	ensiklopediya + ların
rəhbərlərinizə	rəhbər + lərinizə
evdədir	ev + dədir
kölgələr	kölgə + lər
günə	gün + ə
qardaşımız	qardaş + ımız
sümükdə	sümük + də
penis	penis
öndən	ön + dən
nar	nar
intixab	intixab
hüceyrələrindən	hüceyrə + lərindən
üzümə	üzüm + ə
dirsəklərə	dirsək + lərə
həftə	həftə
rəhbərlərinizi	rəhbər + lərinizi
baldızlarınızdan	baldız + larınızdan
fəlsəfəyə	fəlsəfə + yə
rəndənin	rəndə + nin
fəlsəfənizə	fəlsəfə + nizə
bacıda	bacı + da
əriyimizin	əri + yimizin
oğraşlar	oğraş + lar
möcüzəni	möcüzə + ni
beyninin	bey + ninin
qardaşın	qardaş + ın
dibçəkdən	dibçək + dən
fəaliyyətlərimə	fəaliyyət + lərimə
bürclər	bürc + lər
düşmənləri	düşmən + ləri
əti	ət + i
kəpənəklərə	kəpənək + lərə
sümüklərində	sümük + lərində
söyüdləri	söyüd + ləri
busədən	busə + dən
köpüyə	köpü + yə
sümüyümüzə	sümü + yümüzə
intiharların	intihar + ların
narlara	nar + lara
xəzinələrinizdən	xəzinə + lərinizdən
şaftalılarımızı	şaftalı + larımızı
kəlbətin	kəlbətin
qələbəni	qələbə + ni
günəbaxanlar	günəbaxan + lar
qanı	qan + ı
köməklərini	kömək + lərini
kitabxanalara	kitabxana + lara
kəpənəkləri	kəpənək + ləri
okean	okean
dağlara	dağ + lara
götürüb	götür + üb
bayquşlar	bayquş + lar
kağızlara	kağız + lara
filmə	film + ə
qaçqınların	qaçqın + ların
skripkaya	skripka + ya
qaloş	qaloş
diqqəti	diqqət + i
böyrəkləri	böyrək + ləri
gölü	göl + ü
ciblərdən	cib + lərdən
şirkətdə	şirkət + də
tərcümələrimizi	tərcümə + lərimizi
dülgərin	dülgər + in
qulağın	qulağ + ın
rəhbərlərə	rəhbər + lərə
mənzərəmizdən	mənzərə + mizdən
kölgələrimizə	kölgə + lərimizə
boyada	boya + da
yağır	yağ + ır
tülpanlara	tülpan + lara
bağırtını	bağırtı + nı
müzakirədən	müzakirə + dən
tələbənə	tələbə + nə
şirkətlərdə	şirkət + lərdə
açarlarımıza	açar + larımıza
ağacı	ağac + ı
ana	ana
kilsəni	kilsə + ni
mənzərələrin	mənzərə + lərin
vazalarını	vaza + larını
sümüyü	sümü + yü
vəftizə	vəftiz + ə
yemişlərinizi	yemiş + lərinizi
müzakirəsindən	müzakirə + sindən
çömçəquyruqların	çömçəquyruq + ların
vəziyyətlərimi	vəziyyət + lərimi
dolab	dolab
açarımızı	açar + ımızı
gülüşlərimin	gülüş + lərimin
müzakirəniz	müzakirə + niz
tələbələrinizdə	tələbə + lərinizdə
sivilizasiyalarda	sivilizasiya + larda
göbəklərin	göbək + lərin
silahlara	silah + lara
mənzərələrim	mənzərə + lərim
beyinlərin	beyin + lərin
dəmirlərin	dəmir + lərin
mənzərəndə	mənzərə + ndə
qaloşların	qaloş + ların
xəzinəyə	xəzinə + yə
əriyimizdən	əri + yimizdən
dondurma	dondurma
buludların	bulud + ların
sonun	son + un
nəfəslərdən	nəfəs + lərdən
dünyasından	dünya + sından
məktəblərinizi	məktəb + lərinizi
baldızının	baldız + ının
rəhbərinizin	rəhbər + inizin
vazalarımın	vaza + larımın
mələklərdə	mələk + lərdə
yemişinin	yemiş + inin
müzakirəmizdə	müzakirə + mizdə
bağırtıda	bağırtı + da
köynəklərinizin	köynək + lərinizin
rəhbərlərim	rəhbər + lərim
baldızlara	baldız + lara
yaquarları	yaquar + ları
qoxularda	qoxu + larda
quşlara	quş + lara
bayquşa	bayquş + a
zəfərdə	zəfər + də
zəfərlərdə	zəfər + lərdə
uşaqlığım	uşaqlığ + ım
kamertonlarda	kamerton + larda
hüceyrəmə	hüceyrə + mə
bardaqlara	bardaq + lara
süngülərimizin	süngü + lərimizin
anamızı	ana + mızı
sabunlarda	sabun + larda
mələyi	mələ + yi
almazı	almaz + ı
körpüyə	körpü + yə
cibi	cib + i
xəzinəmdə	xəzinə + mdə
böyürtkənin	böyürtkən + in
möcüzədən	möcüzə + dən
tələbələrimizin	tələbə + lərimizin
dinozavrlarımda	dinozavr + larımda
kraliçamıza	kraliça + mıza
yağışlar	yağış + lar
gülüşümüzü	gülüş + ümüzü
dələdən	dələ + dən
hörümçəklərimizin	hörümçək + lərimizin
dağdan	dağ + dan
buynuzlarıma	buynuz + larıma
mənzərələrinizi	mənzərə + lərinizi
gözünün	göz + ünün
qalibiyyətlər	qalibiyyət + lər
uşaqlığı	uşaqlığ + ı
bayraqlarda	bayraq + larda
uşaqlıqlarımızı	uşaqlıq + larımızı
ensiklopediyalarda	ensiklopediya + larda
neçə	neçə
ovçuları	ovçu + ları
beynimiz	bey + nimiz
təyyarənin	təyyarə + nin
şəhərlərdə	şəhər + lərdə
qəlbinizdən	qəlb + inizdən
əqrəbimizdən	əqrəb + imizdən
əjdahanı	əjdaha + nı
beyindən	beyin + dən
zürafələrdə	zürafə + lərdə
xəzinələrinizin	xəzinə + lərinizin
keçi	keçi
bülbüllər	bülbül + lər
müqayisə	müqayisə
cümə	cümə
özünüidarəetmədə	özünüidarəetmə + də
surədə	surə + də
fakültələri	fakültə + ləri
yemişinə	yemiş + inə
fəlsəfənizdə	fəlsəfə + nizdə
fəlsəfəmdə	fəlsəfə + mdə
dünyalarımızı	dünya + larımızı
xərdə	xər + də
namazına	namaz + ına
xəritəmizə	xəritə + mizə
fəaliyyətləriniz	fəaliyyət + ləriniz
donuzu	donuz + u
köməklərindən	kömək + lərindən
qulağımız	qulağ + ımız
şəhərlərin	şəhər + lərin
ördəklərə	ördək + lərə
fəaliyyətlərimiz	fəaliyyət + lərimiz
bülbül	bülbül
baldızlarınıza	baldız + larınıza
qoxularınızı	qoxu + larınızı
uşaqlıqlarımdan	uşaqlıq + larımdan
tüstülərin	tüstü + lərin
işıqlar	işıq + lar
dəvəyə	dəvə + yə
ədəbiyyatlara	ədəbiyyat + lara
keçilər	keçi + lər
buynuzlarımı	buynuz + larımı
eşşəklərdə	eşşək + lərdə
cümənin	cümə + nin
beyin	beyin
portağalın	portağal + ın
qəlblərində	qəlb + lərində
gülüşlərindən	gülüş + lərindən
dünyalarımızın	dünya + larımızın
yardımı	yardım + ı
xəzinəmizdə	xəzinə + mizdə
xəritələrinin	xəritə + lərinin
mizrablarda	mizrab + larda
günəşlər	günəş + lər
xəncərdən	xəncər + dən
pendirlərin	pendir + lərin
dələnin	dələ + nin
donuzların	donuz + ların
içəcəyəm	iç + əcəyəm
mətbəxlərdə	mətbəx + lərdə
zəfərlərə	zəfər + lərə
cücülər	cücü + lər
şahmatı	şahmat + ı
adı	ad + ı
qulaqlarınızı	qulaq + larınızı
xəzinələrin	xəzinə + lərin
süngülərimiz	süngü + lərimiz
köməyin	kö + məyin
əriklər	ərik + lər
qardaşımda	qardaş + ımda
bağırsaqlara	bağırsaq + lara
pomidorlardan	pomidor + lardan
kraliça	kraliça
mələklərinizi	mələk + lərinizi
bardaqdan	bardaq + dan
şahmatlardan	şahmat + lardan
biçini	biçin + i
məktəbinizə	məktəb + inizə
qardaşlarınızda	qardaş + larınızda
şaftalılar	şaftalı + lar
kamertonlardan	kamerton + lardan
kraliçan	kraliça + n
xəbərlərdən	xəbər + lərdən
tələbələrindən	tələbə + lərindən
narda	nar + da
günbəzi	günbəz + i
meymunların	meymun + ların
müzakirəmdə	müzakirə + mdə
tısbağalardan	tısbağa + lardan
silaha	silah + a
qılınca	qılınc + a
qəlsəmənin	qəlsəmə + nin
fəaliyyətinizin	fəaliyyət + inizin
şəhər	şəhər
saqqal	saqqal
qəzetlər	qəzet + lər
dəvəquşlarını	dəvəquş + larını
səhifələrə	səhifə + lərə
namazınızdan	namaz + ınızdan
gözündə	göz + ündə
muzeydən	muzey + dən
üzü	üz + ü
rəssamlarda	rəssam + larda
qazandı	qazan + dı
busələrdən	busə + lərdən
mələyin	mələ + yin
xəritələrimizə	xəritə + lərimizə
canavarlardan	canavar + lardan
dinozavrlarına	dinozavr + larına
hörümçəyinizdən	hörümçə + yinizdən
gönə	gön + ə
açarlarınıza	açar + larınıza
kərgədanlar	kərgədan + lar
qaranquşlardan	qaranquş + lardan
əqrəbindən	əqrəb + indən
tərcüməmizin	tərcümə + mizin
dinlərə	din + lərə
özünüidarəetməni	özünüidarəetmə + ni
təzyiqləri	təzyiq + ləri
düşmanımıza	düşman + ımıza
yemişin	yemiş + in
göyərçinləri	göyərçin + ləri
kəpənəyə	kəpənə + yə
damcı	damcı
qaçdı	qaç + dı
həmişə	həmişə
fakültələrdən	fakültə + lərdən
rəhbərinə	rəhbər + inə
məktəblərinizə	məktəb + lərinizə
sümüyünüzdə	sümü + yünüzdə
dizə	diz + ə
məktəb	məktəb
üzlərdə	üz + lərdə
qulağımızdan	qulağ + ımızdan
mələyimdən	mələ + yimdən
fakültəni	fakültə + ni
əriklərdə	ərik + lərdə
dirsəyimin	dirsə + yimin
penisinizə	penis + inizə
bıçaqlarımızda	bıçaq + larımızda
qoxunuzda	qoxu + nuzda
vazalarımdan	vaza + larımdan
aylardan	ay + lardan
içirik	iç + irik
gözlərdən	göz + lərdən
kilsədən	kilsə + dən
qapı	qapı
namazlarının	namaz + larının
pianoya	piano + ya
tərcümələrimə	tərcümə + lərimə
işığa	işığ + a
açarına	açar + ına
hüceyrəyə	hüceyrə + yə
geodeziyanın	geodeziya + nın
incəsənətlərin	incəsənət + lərin
alətinizin	alət + inizin
qaçırıq	qaç + ırıq
gözlərim	göz + lərim
şaftalılarının	şaftalı + larının
ereksiyalardan	ereksiya + lardan
axşam	axşam
önlər	ön + lər
portağallar	portağal + lar
qaçqınlar	qaçqın + lar
analardan	ana + lardan
buynuzlarından	buynuz + larından
dodaqlarda	dodaq + larda
ada	ada
süngülərinizi	süngü + lərinizi
hüceyrəndən	hüceyrə + ndən
bülbülün	bülbül + ün
rəngləyirəm	rənglə + yirəm
psixoterapiyanı	psixoterapiya + nı
matç	matç
leşyeyəndə	leşyeyən + də
açarlara	açar + lara
süngünüzdən	süngü + nüzdən
lüğətdə	lüğət + də
köpəklərə	köpək + lərə
arxivim	arxiv + im
mələklərində	mələk + lərində
balıqlar	balıq + lar
sünnəti	sünnət + i
ensiklopediyaya	ensiklopediya + ya
bitkidə	bitki + də
vəziyyətə	vəziyyət + ə
mələklərimizə	mələk + lərimizə
cücünün	cücü + nün
bıçaqlarına	bıçaq + larına
qaloşda	qaloş + da
kəfgirdə	kəfgir + də
fleytaların	fleyta + ların
əriyinizə	əri + yinizə
qoxularını	qoxu + larını
zəfəranda	zəfəran + da
vəziyyətləri	vəziyyət + ləri
dindən	din + dən
fəaliyyətlərinizə	fəaliyyət + lərinizə
ereksiyanızın	ereksiya + nızın
amfiteatrları	amfiteatr + ları
qoxularımda	qoxu + larımda
tısbağaların	tısbağa + ların
arxivinizə	arxiv + inizə
dünyalarınızı	dünya + larınızı
sevgilərdə	sevgi + lərdə
şaftalım	şaftalı + m
Jane	Jane
mələyiniz	mələ + yiniz
mizrablar	mizrab + lar
bülbüllərdə	bülbül + lərdə
açarlarımızdan	açar + larımızdan
mənzərəni	mənzərə + ni
namazımızı	namaz + ımızı
dırnağınızda	dırnağ + ınızda
mənzərəndən	mənzərə + ndən
vəziyyətlər	vəziyyət + lər
axışa	axış + a
dovşanın	dovşan + ın
almazdan	almaz + dan
qalibiyyətdən	qalibiyyət + dən
dünən	dünən
möcüzəyə	möcüzə + yə
məktəbimizi	məktəb + imizi
mələyimin	mələ + yimin
dalğa	dalğa
köynəklərimizin	köynək + lərimizin
bəbək	bəbək
penislərinizdən	penis + lərinizdən
buynuzlarda	buynuz + larda
minbərlər	minbər + lər
alçalarda	alça + larda
şaftalılarınızdan	şaftalı + larınızdan
vəziyyətdən	vəziyyət + dən
qatar	qatar
yoldaş	yoldaş
penislərində	penis + lərində
arxivlərinə	arxiv + lərinə
temperaturlar	temperatur + lar
qəzetlərdə	qəzet + lərdə
qurbağanın	qurbağa + nın
kaktusun	kaktus + un
dalğada	dalğa + da
incəsənətin	incəsənət + in
rənglər	rəng + lər
özünüidarəetmədən	özünüidarəetmə + dən
zəfəranlarda	zəfəran + larda
xəritələrim	xəritə + lərim
dinozavrımda	dinozavr + ımda
bacılarımızdan	bacı + larımızdan
inəklərdən	inək + lərdən
tələbələrinizin	tələbə + lərinizin
pilləkənləri	pilləkən + ləri
dünyalardan	dünya + lardan
hörümçəyin	hörümçə + yin
günəşlərə	günəş + lərə
incəsənətlər	incəsənət + lər
məktəbdə	məktəb + də
kilsələr	kilsə + lər
badımcanlarda	badımcan + larda
milçəklərin	milçək + lərin
mədrəsəde	mədrəsə + de
meyvədə	meyvə + də
arxivlərindən	arxiv + lərindən
gözünüzü	göz + ünüzü
axışlarda	axış + larda
fəlsəfələrdən	fəlsəfə + lərdən
xəzinələrində	xəzinə + lərində
səviyyədə	səviyyə + də
dırnağımızdan	dırnağ + ımızdan
alətdə	alət + də
fahişəyə	fahişə + yə
geyşada	geyşa + da
oxur	ox + ur
kraliçalarınızdan	kraliça + larınızdan
kamertonda	kamerton + da
tərcümənin	tərcümə + nin
buludlara	bulud + lara
söyüdün	söyüd + ün
otururuq	otur + uruq
vazanıza	vaza + nıza
isimlər	isim + lər
vəziyyətinizi	vəziyyət + inizi
kölgənizin	kölgə + nizin
alətimi	alət + imi
kitabxananın	kitabxana + nın
kraliçanızda	kraliça + nızda
kraliçalarınıza	kraliça + larınıza
təmizləmişdi	təmizlə + mişdi
canlara	can + lara
müsabiqədə	müsabiqə + də
hüceyrələrimə	hüceyrə + lərimə
otağı	otağ + ı
dəyilmiş	dəyil + miş
köməkləriniz	kömək + ləriniz
yazdığını	yaz + dığını
mənzərə	mənzərə
körpülərdə	körpü + lərdə
baxmaz	bax + maz
ərikdə	ərik + də
namazımızdan	namaz + ımızdan
düşmanınız	düşman + ınız
fəlsəfən	fəlsəfə + n
əriyinizin	əri + yinizin
güldün	gül + dün
gecələrdən	gecə + lərdən
baltanı	balta + nı
sünnətlərin	sünnət + lərin
günəşdə	günəş + də
balıqlara	balıq + lara
bildi	bil + di
piano	piano
hüceyrənizi	hüceyrə + nizi
rəndələrə	rəndə + lərə
quşdan	quş + dan
şahmat	şahmat
dünyandan	dünya + ndan
gözünü	göz + ünü
baldızlarımız	baldız + larımız
qardaşlıqda	qardaşlıq + da
köpəklərin	köpək + lərin
düşmanımızın	düşman + ımızın
balıqlarda	balıq + larda
gözünüzün	göz + ünüzün
əjdahaları	əjdaha + ları
sümüklərimizə	sümük + lərimizə
süngün	süngü + n
babam	baba + m
müzakirələrinizin	müzakirə + lərinizin
ağacdələnlərə	ağacdələn + lərə
özünə	öz + ünə
açarının	açar + ının
əriyimdən	əri + yimdən
armudu	armud + u
dırnağınızı	dırnağ + ınızı
dolabı	dolab + ı
soğanlarda	soğan + larda
yemiş	yemiş
tələbələrimizdə	tələbə + lərimizdə
bayquşun	bayquş + un
dalğanızın	dalğa + nızın
dinozavrlarınızda	dinozavr + larınızda
fəaliyyətlərində	fəaliyyət + lərində
mismarlardan	mismar + lardan
surədən	surə + dən
çalmışdı	çal + mışdı
mələyini	mələ + yini
bağbanlara	bağban + lara
əjdahadan	əjdaha + dan
meyvəni	meyvə + ni
penisinizin	penis + inizin
alətlərdən	alət + lərdən
vəziyyətimizdə	vəziyyət + imizdə
analarımda	ana + larımda
qarışqalarda	qarışqa + larda
həqiqətlərin	həqiqət + lərin
canavar	canavar
inək	inək
narların	nar + ların
hüceyrələrinizə	hüceyrə + lərinizə
mələyimə	mələ + yimə
onurğasında	onurğa + sında
müzakirəsini	müzakirə + sini
alçanda	alça + nda
müzakirəndə	müzakirə + ndə
vəziyyətlərimdə	vəziyyət + lərimdə
busələr	busə + lər
qalibiyyətin	qalibiyyət + in
dalğana	dalğa + na
köynəyimi	köynə + yimi
alçalarımızdan	alça + larımızdan
dillərdə	dil + lərdə
futbolçularda	futbolçu + larda
qardaşlarınızdan	qardaş + larınızdan
mələyindən	mələ + yindən
dalğalarınızdan	dalğa + larınızdan
dovşan	dovşan
gümüşlər	gümüş + lər
ədəbiyyatlar	ədəbiyyat + lar
baltanın	balta + nın
darçından	darçın + dan
od	od
sözdən	söz + dən
qəzetin	qəzet + in
dizlərdən	diz + lərdən
səhifələri	səhifə + ləri
kəfgirimizi	kəfgir + imizi
uşaqlığın	uşaqlığ + ın
uşaqlıqlarınıza	uşaqlıq + larınıza
osminoqdan	osminoq + dan
qoxularımızı	qoxu + larımızı
qanın	qan + ın
ulduzlarda	ulduz + larda
fəlsəfələrimizi	fəlsəfə + lərimizi
səbəbdə	səbəb + də
yemişimin	yemiş + imin
zəlzələyə	zəlzələ + yə
qazlar	qaz + lar
yemişlərini	yemiş + lərini
dalğası	dalğa + sı
xalqa	xalqa
mehrabdan	mehrab + dan
kərtənkələdən	kərtənkələ + dən
kəfgirimi	kəfgir + imi
bacılarımıza	bacı + larımıza
verərsən	ver + ərsən
dodaqda	dodaq + da
tərkitməyə	tərk + itməyə
dünyan	dünya + n
delfinləri	delfin + ləri
mədrəsələrə	mədrəsə + lərə
sivilizasiyaları	sivilizasiya + ları
badımcanlardan	badımcan + lardan
bıçaqlarımızı	bıçaq + larımızı
qardaşımı	qardaş + ımı
dünyalarıma	dünya + larıma
sünnətdə	sünnət + də
istifadəçilərdən	istifadəçi + lərdən
sümüyümün	sümü + yümün
arxivləri	arxiv + ləri
kölgəmizi	kölgə + mizi
xəzinəsində	xəzinə + sində
dırnaqlarımdan	dırnaq + larımdan
jurnalisti	jurnalist + i
qapını	qapı + nı
avqustu	avqust + u
incəsənətlərdən	incəsənət + lərdən
kaktuslardan	kaktus + lardan
bağırtılarda	bağırtı + larda
hörümçəyinizdə	hörümçə + yinizdə
mələyimizdən	mələ + yimizdən
tərcümələrini	tərcümə + lərini
yemişlərinin	yemiş + lərinin
sərçələrdə	sərçə + lərdə
bayrağa	bayrağ + a
siçanlarda	siçan + larda
sərçə	sərçə
qoxularının	qoxu + larının
süngüsündə	süngü + sündə
köpüklərdən	köpük + lərdən
darçın	darçın
vəziyyətinə	vəziyyət + inə
pendirə	pendir + ə
eşşəyi	eşşə + yi
gülüşünüzün	gülüş + ünüzün
axış	axış
kraliçalarımızdan	kraliça + larımızdan
dirsəklərimə	dirsək + lərimə
buynuzumuzda	buynuz + umuzda
düşmənlərim	düşmən + lərim
içməni	iç + məni
vəziyyətlərindən	vəziyyət + lərindən
almazda	almaz + da
fəlsəfələrimiz	fəlsəfə + lərimiz
axışlar	axış + lar
ilanlar	ilan + lar
arxivlərdən	arxiv + lərdən
minbərə	minbər + ə
öpüşlərdən	öpüş + lərdən
üzdə	üz + də
şaftalılarından	şaftalı + larından
alçalarımın	alça + larımın
muzeylərin	muzey + lərin
xəzinələri	xəzinə + ləri
vazalarımızda	vaza + larımızda
hörümçəkləri	hörümçək + ləri
badımcanların	badımcan + ların
beynimdən	bey + nimdən
almazlarda	almaz + larda
ereksiyalarımız	ereksiya + larımız
penisləri	penis + ləri
üzümün	üzüm + ün
dəmirlərdən	dəmir + lərdən
qoxularım	qoxu + larım
hörümçəyimizə	hörümçə + yimizə
beyinlərimi	beyin + lərimi
namazlarımız	namaz + larımız
şirkətin	şirkət + in
rəhbərlərdən	rəhbər + lərdən
aşpazxananın	aşpazxana + nın
Fərvərdin	Fərvərdin
zoğ	zoğ
hörümçəyimizdən	hörümçə + yimizdən
qarpızı	qarpız + ı
alətimizdə	alət + imizdə
qurbağadan	qurbağa + dan
əriklərimi	ərik + lərimi
südü	süd + ü
mənzərələrdən	mənzərə + lərdən
süngümüzdən	süngü + müzdən
dırnaqlarının	dırnaq + larının
bıçaqlarda	bıçaq + larda
gəmilər	gəmi + lər
əqrəbində	əqrəb + ində
açarlarınızdan	açar + larınızdan
qəlbimizdən	qəlb + imizdən
respublikalara	respublika + lara
düşməniniz	düşmən + iniz
gün	gün
onurğalarınıza	onurğa + larınıza
süzgəcin	süzgəc + in
müzakirələrimdə	müzakirə + lərimdə
dalğıclarda	dalğıc + larda
xəzinəmdən	xəzinə + mdən
zəfərana	zəfəran + a
mənzərənizin	mənzərə + nizin
ütüdə	ütü + də
məktəbimiz	məktəb + imiz
texnologiyaları	texnologiya + ları
bacınız	bacı + nız
dalğıclar	dalğıc + lar
inəyə	inə + yə
dünyalarımın	dünya + larımın
penisindən	penis + indən
çömçəquyruqdan	çömçəquyruq + dan
park	park
fəaliyyətimizdə	fəaliyyət + imizdə
avtomobildən	avtomobil + dən
yemişimi	yemiş + imi
söyüdə	söyüd + ə
körfəz	körfəz
tısbağaları	tısbağa + ları
bağırsaqları	bağırsaq + ları
bibərlərdə	bibər + lərdə
xəritələrimizdə	xəritə + lərimizdə
avqustda	avqust + da
xəritələrimizi	xəritə + lərimizi
ananıza	ana + nıza
içdilər	iç + dilər
həftələri	həftə + ləri
mənzərələriniz	mənzərə + ləriniz
açarı	açar + ı
bıçaqlarımı	bıçaq + larımı
qulaqlarınızın	qulaq + larınızın
zoğda	zoğ + da
yemişlərinizdə	yemiş + lərinizdə
xəzinələrimi	xəzinə + lərimi
qəlbi	qəlb + i
beynimizin	bey + nimizin
kəpənəkdən	kəpənək + dən
uşaqlığında	uşaqlığ + ında
dələlər	dələ + lər
kəpənəkdə	kəpənək + də
yağışların	yağış + ların
qələbələrin	qələbə + lərin
surə	surə
əjdahaya	əjdaha + ya
qarğaları	qarğa + ları
süngünüz	süngü + nüz
rəngə	rəng + ə
dinozavrlarınızın	dinozavr + larınızın
uşaqlıqlarına	uşaqlıq + larına
kitablardan	kitab + lardan
lüğətlərdə	lüğət + lərdə
açarların	açar + ların
fırtınada	fırtına + da
hüceyrələriniz	hüceyrə + ləriniz
açarları	açar + ları
dibçəkdə	dibçək + də
vəftizi	vəftiz + i
özünüidarəetmələrdə	özünüidarəetmə + lərdə
namazlarımızda	namaz + larımızda
hüceyrələrimin	hüceyrə + lərimin
aldı	al + dı
qarışqaya	qarışqa + ya
şənbəyə	şənbə + yə
dırnağım	dırnağ + ım
kompüterlərə	kompüter + lərə
muzeylərdə	muzey + lərdə
balalaykaya	balalayka + ya
fəlsəfələrinə	fəlsəfə + lərinə
oxuyar	oxu + yar
kölgələrin	kölgə + lərin
penisdə	penis + də
hörümçəyi	hörümçə + yi
abisini	abi + sini
xəritənizə	xəritə + nizə
geyşanın	geyşa + nın
fəaliyyətlərimi	fəaliyyət + lərimi
leşyeyənə	leşyeyən + ə
avtomobillərdə	avtomobil + lərdə
pianolara	piano + lara
düşmanlarımı	düşman + larımı
dəvələrdən	dəvə + lərdən
fahişələrin	fahişə + lərin
sonlar	son + lar
almaz	almaz
məktəblərimin	məktəb + lərimin
köynək	köynək
bərgüzar	bərgüzar
ayaqqabıdan	ayaqqabı + dan
gecələrdə	gecə + lərdə
tülküləri	tülkü + ləri
vəziyyətlərinizin	vəziyyət + lərinizin
tələbələrimizə	tələbə + lərimizə
arxivlərinizi	arxiv + lərinizi
din	din
xəritənin	xəritə + nin
milçəkdə	milçək + də
bıçaqlarımın	bıçaq + larımın
düşmanlarınızda	düşman + larınızda
bağbanlar	bağban + lar
düşməndən	düşmən + dən
bayquşları	bayquş + ları
onurğamıza	onurğa + mıza
dirsəklərinizdə	dirsək + lərinizdə
pilləkən	pilləkən
Fəransənin	Fəransə + nin
bağbanları	bağban + ları
məktəbi	məktəb + i
köynəyimiz	köynə + yimiz
böyrəyin	böyrə + yin
xloroplasta	xloroplast + a
körfəzlərin	körfəz + lərin
hüceyrəm	hüceyrə + m
kraliçada	kraliça + da
qapıları	qapı + ları
dovşanlar	dovşan + lar
buluda	bulud + a
beyinlərinə	beyin + lərinə
kilsə	kilsə
hörümçəklərindən	hörümçək + lərindən
köməyinizi	kö + məyinizi
əriyinizdən	əri + yinizdən
vəziyyətinin	vəziyyət + inin
geyşanı	geyşa + nı
