input	target
terveydenhuollon	terveyden + huollon
dohokban	doh + okban
kondíciókba	kondíció + kba
mondanivalóról	mondanivaló + ról
vertailun	vertailu + n
bacilusokként	bacilus + okként
Szocsi	Szocsi
előterjesztenéd	előterjeszt + enéd
-odunk	-od + unk
valiokunnan	valio + kunnan
vastagítottalak	vastagít + ottalak
jártam	jártam
lauserakenteet	lause + rakenteet
előidéztem	előidéz + tem
Ferrari	Ferrari
suurella	suur + ella
miljoonalta	miljoona + lta
eljuttattuk	eljuttat + tuk
elhomályosítsam	elhomályosít + sam
irigyelnélek	irigyel + nélek
päättivätkin	päätt + ivätkin
altatóig	altató + ig
összjátékokért	összjáték + okért
féltékenykedésekéi	féltékenykedés + ekéi
gyúrjam	gyúr + jam
kettősöm	kettős + öm
palesztinunk	palesztin + unk
pazarral	pazar + ral
säätilat	sää + tilat
teestä	tee + stä
farkasokba	farkas + okba
gyűjtőérként	gyűjtőér + ként
beavatkozáson	beavatkozás + on
tautológiákban	tautológiá + kban
levyssä	levy + ssä
kukoricákat	kukoricá + kat
szamárpingvin	szamárpingvin
szólalnátok	szólal + nátok
kuolleisuuden	kuolleisuu + den
mezőgazdáig	mezőgazdá + ig
pelastajaa	pelastaja + a
bolygóideg	bolygóideg
versenyzésekbe	versenyzés + ekbe
oedicnemus	oedicnemus
kehitettiin	kehit + ettiin
bölcsődalokért	bölcsődal + okért
rakennetussa	raken + netussa
hävittäjällä	hävittäjä + llä
Kalymnokselle	Kalymno + kselle
lebetűzött	lebetűz + ött
ajelehtinut	ajelehti + nut
vírusoké	vírus + oké
kamillateákért	kamillateá + kért
szitálás	szitálás
búcsúzniuk	búcsúz + niuk
127	127
tähtikirkas	tähti + kirkas
valtavasta	valtava + sta
kaikella	kaik + ella
kávéfőzőket	kávéfőző + ket
beosztása	beosztás + a
rajoittunut	rajoittu + nut
államigazgatásihoz	államigazgatási + hoz
nauhaa	nauha + a
vapahtajaksi	vapahtaja + ksi
úttörő	úttörő
tietylle	tiet + ylle
uramallin	ura + mallin
turolásban	turolás + ban
Balilla	Bali + lla
karitatívat	karitatív + at
védekezésig	védekezés + ig
nézegetnék	nézeget + nék
kaszinókká	kaszinó + kká
ottavan	otta + van
2001-2005	2001-2005
sukellusveneinä	sukellus + veneinä
tummalta	tumma + lta
díjmentessel	díjmentes + sel
elfuseráltalak	elfuserál + talak
huolellinen	huolellinen
vilipitön	vil + ipitön
syntiä	synti + ä
Lappföldekre	Lappföld + ekre
pani	pan + i
megragadtunk	megragad + tunk
kimondták	ki + mondták
luukusta	luuk + usta
genfin	genfi + n
nyirokként	nyirok + ként
tüdőgyulladásnál	tüdőgyulladás + nál
kéjvágyon	kéjvágy + on
lehtiin	lehti + in
utánié	utáni + é
dinasztiákig	dinasztiá + kig
örökbefogadásaid	örökbefogadás + aid
Erica	Erica
sarlóval	sarló + val
magánhangzó-harmóniákon	magánhangzó-harmóniá + kon
temetőbogaraké	temetőbog + araké
keseregnélek	kesereg + nélek
morfinom	morfin + om
Amáliái	Amáliá + i
közvetleneken	közvetlen + eken
5-östől	5-ös + től
csepegjünk	csepeg + jünk
antiszemitáim	antiszemitá + im
csicsereghet	csicsereg + het
elbeszéléseken	elbeszélés + eken
megbocsájtottál	megbocsájt + ottál
käytetää	käyt + etää
tulajdonnevük	tulajdonn + evük
csávóként	csávó + ként
igazolványképre	igazolványkép + re
jap.	jap + .
korpuszokká	korpusz + okká
dinosauruksia	dino + sauruksia
jellemesé	jellemes + é
brexitekként	brexit + ekként
kiireisemmin	kiireise + mmin
szándékozna	szándék + ozna
tőzsdeügynökből	tőzsdeügynök + ből
fontosakkal	fontos + akkal
juoksulla	juoksu + lla
svihákokká	svihák + okká
pihenéseid	pihenés + eid
olympialippu	olympia + lippu
grammatikaiakhoz	grammatikai + akhoz
bőbeszédűsége	bőbeszédűség + e
Gyuszink	Gyuszi + nk
klikkeknek	klikk + eknek
egyetemistához	egyetemistá + hoz
892	892
kunnian	kunnia + n
oligarchákat	oligarchá + kat
keuhkonsa	keuhko + nsa
kontrollálhat	kontrollál + hat
osallistumisen	osallistumi + sen
ulkomaankaupan	ulko + maankaupan
autóbusszal	autóbus + szal
loiste	loiste
feladványtól	feladvány + tól
turbánliliomé	turbánliliom + é
tagokig	tag + okig
lukujärjestykseen	luku + järjestykseen
ostoslistalla	ostos + listalla
címzetteken	címzett + eken
muisto-	muisto + -
összehasonlítottad	összehasonlít + ottad
gyúltunk	gyúl + tunk
izzólámpáig	izzólámpá + ig
verkkoaidan	verkko + aidan
váltóig	váltó + ig
velőkkel	velő + kkel
kansainvälinen	kansain + välinen
rakennusmateriaalien	rakennus + materiaalien
häpesivät	hä + pesivät
Kirsti	Kirsti
Sex	Sex
külvárosokéi	külváros + okéi
Aristide	Aristide
billentyűseknek	billentyűs + eknek
legnagyobbakig	legnagyobb + akig
virallisessa	viralli + sessa
hajléktól	hajlék + tól
aidonnäköisiä	aidon + näköisiä
felszínként	felszín + ként
pilarin	pilari + n
zoomobjektívből	zoomobjektív + ből
2003	2003
tengerpartiakból	tengerparti + akból
sotapäällikkönsä	sota + päällikkönsä
morálistól	morális + tól
vuorossa	vuoro + ssa
lányon	lány + on
nyomtatásokhoz	nyomtatás + okhoz
säännöillä	sään + nöillä
metalista	metal + ista
luoda	luoda
hoida	hoi + da
bérgyilkosnál	bérgyilkos + nál
WSOP-voittaja	WSOP + -voittaja
2003/904/EY	2003/904/EY
bejegyeztek	bejegyez + tek
kézközépcsontból	kézközépcsont + ból
Jämsän	Jämsä + n
kaikkea	kaikkea
elárusítóról	elárusító + ról
Jo	Jo
közöseknél	közös + eknél
kuluista	kulu + ista
rágósakéi	rágós + akéi
Öhö-öhö	Öhö-öhö
grafikaként	grafika + ként
kokoaman	ko + koaman
megölte	megöl + te
sejtmembránunk	sejtmembrán + unk
paitsi	paitsi
Ábelen	Ábel + en
valtiovarainministereiden	valtio + varainministereiden
urológiáik	urológiá + ik
ráncom	ránc + om
vidékfejlesztésekből	vidékfejlesztés + ekből
egészségiekről	egészségi + ekről
szerzetteknek	szerzett + eknek
szépirodalmuk	szépirodal + muk
kárpótolnának	kárpótol + nának
viitanneet	viita + nneet
kérdezné	kérdez + né
ruténiumért	ruténium + ért
tehtiin	teh + tiin
péniszekre	pénisz + ekre
ruhatáraknak	ruhatár + aknak
buldózeré	buldózer + é
cikloisokon	ciklois + okon
szörnyetegeknél	szörnyeteg + eknél
főzőkanalakéi	főzőkan + alakéi
számítva	számít + va
hősiességig	hősiesség + ig
omistautumisesta	omistautumi + sesta
hirdesd	hirde + sd
näkemiin	näkemiin
käytös	käytös
sztálinistákéi	sztálinistá + kéi
koreaiakba	koreai + akba
megvalósulva	megvalósul + va
kurssilla	kurssi + lla
insinööritieteitä	insinööri + tieteitä
tesztelném	tesztel + ném
hyvää	hyvä + ä
cserekkel	cser + ekkel
relígió	relígió
ésszerűek	ésszerű + ek
lyönyt	lyö + nyt
gáncsokon	gáncs + okon
hintaedellytysten	hinta + edellytysten
pasi	pasi
hiihto	hiihto
szakáll	szakáll
rahamääräisesti	raha + määräisesti
ylimäärin	ylimäärin
dzsunkát	dzsunká + t
vaaleille	vaale + ille
középiskolásotok	középiskolás + otok
merituuli	meri + tuuli
vaikeutuu	vaikeutu + u
apatitekként	apatit + ekként
telefonálnál	telefonál + nál
dzsungeleim	dzsungel + eim
bioalasta	bio + alasta
derékaljjá	derékalj + já
panaszosoké	panaszos + oké
tiedotustilaisuutta	tiedotus + tilaisuutta
fáraóknak	fáraó + knak
szabványról	szabvány + ról
gyújtva	gyújt + va
tervettä	terve + ttä
alkalmazkodásban	alkalmazkodás + ban
puhelin	puhelin
röpülnél	röpül + nél
svindlim	svindli + m
articsóka	articsóka
vaihdon	vaih + don
szatócsokat	szatócs + okat
bűnügyek	bűnügy + ek
4.h4	4.h4
aratnának	arat + nának
termékekbe	termék + ekbe
viivästymisen	viivästymi + sen
sebtapaszt	sebtapasz + t
vaatelisää	vaate + lisää
heteseid	hetes + eid
hullnál	hull + nál
alentamalla	alenta + malla
nyugtatványoknak	nyugtatvány + oknak
műfordítóktól	műfordító + któl
energiantuotannon	energian + tuotannon
szomorítani	szomorít + ani
gyógyszerészeknek	gyógyszerész + eknek
útlevéléi	útlevél + éi
vapautuskirja	vapautus + kirja
Englannissa	Englan + nissa
tuottajille	tuottaj + ille
runoilija	runoilija
súlyúra	súlyú + ra
palveluksessa	palvelu + ksessa
marxizmusunk	marxizmus + unk
pumáink	pumá + ink
varttuneemmat	varttun + eemmat
menóráid	menórá + id
päivien	päiv + ien
Huuliveikkojen	Huuliveik + kojen
Ádijaid	Ádi + jaid
osztoznod	osztoz + nod
éberekben	éber + ekben
nőgyógyászokból	nőgyógyász + okból
ószereseim	ószeres + eim
sääntö	sääntö
szárítottam	szárít + ottam
materiaalisia	materiaali + sia
végtelennel	végtelen + nel
paskaa	paska + a
bordéllyá	bordél + lyá
tuommoista	tuommoi + sta
natsityyli	natsi + tyyli
tócsái	tócsá + i
Studies	Studies
narválokig	narvál + okig
väitteli	väit + teli
määrät	määrä + t
agyért	agy + ért
keskustellaan	keskustella + an
fejszéknél	fejszé + knél
miljardeilla	miljard + eilla
varauduttu	varau + duttu
megvalósulásokra	megvalósulás + okra
szülővárosaitok	szülőváros + aitok
pysyttävä	pysy + ttävä
többként	több + ként
halla	halla
jezsuitáim	jezsuitá + im
etsimistä	etsimi + stä
változtathatóból	változtatható + ból
végigbeszélt	végigbeszél + t
publikusnál	publikus + nál
megismétel	megismétel
jogászhoz	jogász + hoz
puunuija	puu + nuija
jauheeksi	jauhe + eksi
riemun	riemu + n
pehmeää	pehmeä + ä
álmatagok	álmatag + ok
komissaarilta	komissaari + lta
illusztrátorokra	illusztrátor + okra
penkissä	penk + issä
määräävää	määräävä + ä
szertartásmesterekbe	szertartásmester + ekbe
lopettelemaan	lopet + telemaan
nykyaikaan	nyky + aikaan
végzéseknél	végzés + eknél
korvaani	korva + ani
voimakkaimman	voimak + kaimman
júliustól	július + tól
padon	pa + don
egyetértettetek	egyetért + ettetek
laptopoktól	laptop + októl
Kokemäenjoen	Kokemäenjo + en
nuolin	nuol + in
nomádból	nomád + ból
ementálijaitok	ementáli + jaitok
halajaa	hala + jaa
köszvényekkel	köszvény + ekkel
Vassokkal	Vass + okkal
összefüggeni	összefügg + eni
erotuspaikkana	erotus + paikkana
bizarrokban	bizarr + okban
RC8	RC8
síremlékre	síremlék + re
tizennégyük	tizennégy + ük
1792	1792
suurimmat	suuri + mmat
kummassakin	kum + massakin
Käsivarren	Käsivar + ren
kokoluokkaa	koko + luokkaa
becsíptek	becsíp + tek
portásokból	portás + okból
dohotok	doh + otok
valtiolla	valtio + lla
Port	Port
näyttänyt	näyttä + nyt
pikkuruisen	pikkurui + sen
visszaélésbe	visszaélés + be
jobbnak	jobb + nak
viivästyi	viivästy + i
szemfoghoz	szemfog + hoz
hermostuu	hermostu + u
-adozzak	-adoz + zak
artiklan	artikla + n
muutoksista	muuto + ksista
ripauksen	ripau + ksen
läheisen	lähei + sen
basszusgitárként	basszusgitár + ként
Bob	Bob
seisoi	seiso + i
határa	határ + a
kannattaja	kannattaja
acélipart	acélipar + t
kompressziókért	kompresszió + kért
próbafülkére	próbafülké + re
termelésekhez	termelés + ekhez
Yamahákká	Yamahá + kká
pinnat	pin + nat
kalapácsuk	kalapács + uk
hátúszásokba	hátúszás + okba
verésnél	verés + nél
céloztak	céloz + tak
jo	jo
tapahtumaan	tapahtu + maan
emésztőekig	emésztő + ekig
viimeistelleet	viimeistell + eet
yleissopimuksiin	yleis + sopimuksiin
szügyeknél	szügy + eknél
leivissä	lei + vissä
bendzsóznia	bendzsóz + nia
laitokselta	laito + kselta
työpäivänä	työ + päivänä
uusiakin	uusi + akin
edzésen	edzés + en
halmozni	halmoz + ni
lakóhelyekként	lakóhely + ekként
vaaleanpunaiset	vaalean + punaiset
nagyközségeink	nagyközség + eink
kihallgatásaim	kihallgatás + aim
azerikbe	azeri + kbe
dekorációt	dekoráció + t
kategorizálnia	kategorizál + nia
missivuosi	missi + vuosi
termelékenységekből	termelékenység + ekből
kohászaim	kohász + aim
walesijeid	walesi + jeid
vízjeleknek	vízjel + eknek
miksi	mik + si
poimii	poimi + i
hiénáig	hiéná + ig
korvausvastuu	korvaus + vastuu
Epstein	Epstein
varojensa	var + ojensa
ikäisinä	ikäi + sinä
kertomusta	kertomus + ta
csigákban	csigá + kban
lukemista	lukemi + sta
napraforgósárgákig	napraforgósárgá + kig
pukeutuvat	pukeutu + vat
passzívaktól	passzív + aktól
kautena	kau + tena
reszortokként	reszort + okként
vakuutuspetoksesta	vakuutus + petoksesta
kismacskáktól	kismacská + któl
éremtanokká	éremtan + okká
kötődő	kötőd + ő
infúziókként	infúzió + kként
létesítményeik	létesítmény + eik
osallistuessa	osallistu + essa
globálisat	globális + at
julkistaminen	julkistaminen
fejszéim	fejszé + im
sarja-avaukseen	sarja + -avaukseen
termesszelek	termes + szelek
kandzsim	kandzsi + m
alalla	ala + lla
työntekijöille	työn + tekijöille
lopullisessa	lopulli + sessa
v.4.5	v.4.5
tankcsapdákban	tankcsapdá + kban
Nova	Nova
Adarnasen	Adarnas + en
departementissa	departement + issa
bivalyokkal	bivaly + okkal
sukkahousuissa	sukka + housuissa
alágyújtósuk	alágyújtós + uk
foxtrotté	foxtrott + é
félreértésből	félreértés + ből
hurutoknál	hurut + oknál
medvebocsra	medvebocs + ra
saippuadraamasarja	saippua + draamasarja
ryhmällä	ryhmä + llä
felfüggesztenek	felfüggeszt + enek
igazgassanak	igazga + ssanak
moneksi	mon + eksi
repivät	repi + vät
palkkapussia	palkka + pussia
csiripelték	csiripel + ték
katkoen	katko + en
kiltojen	kil + tojen
megmondják	megmond + ják
közeim	köz + eim
esszékben	esszé + kben
szárkapcsaik	szárkap + csaik
tenyérré	tenyér + ré
terjengősön	terjengős + ön
tiedonantovaatimuksensa	tiedon + antovaatimuksensa
vokséi	voks + éi
kantonokba	kanton + okba
csehszlovákért	csehszlovák + ért
behálózó	behálózó
maaseudulla	maa + seudulla
paikallisasukkaiden	paikallis + asukkaiden
koulutukseksi	koulutu + kseksi
pelit	peli + t
kalat	kala + t
keiton	keit + on
pocaknak	pocak + nak
bájaké	báj + aké
eläimistä	eläi + mistä
laatimia	laati + mia
teremnünk	terem + nünk
Bagdadig	Bagdad + ig
kaupunkisuunnittelun	kaupunki + suunnittelun
työskentelyjaksoa	työskentely + jaksoa
mitológiákra	mitológiá + kra
jóváírásként	jóváírás + ként
kantinon	kantin + on
rytmi	rytmi
hálásként	hálás + ként
6,8	6,8
napraforgótól	napraforgó + tól
sisko	sisko
pajzsmirigyekért	pajzsmirigy + ekért
fideszesig	fideszes + ig
rannasta	ran + nasta
lattia	lattia
viimevuotista	viime + vuotista
tünékenyéi	tünékeny + éi
haaste	haaste
Teddybears	Teddybears
fejkendőkké	fejkendő + kké
Btk.-d	Btk. + -d
Puolustusvoimat	Puolustusvoimat
importálásként	importálás + ként
laitosneuvostoihin	laitos + neuvostoihin
prímfaktorizációhoz	prímfaktorizáció + hoz
mozgástanod	mozgástan + od
felhúzókötelekké	felhúzóköt + elekké
csinálok	csinál + ok
kísérőn	kísérő + n
hajcsavaróktól	hajcsavaró + któl
anyukákéi	anyuká + kéi
Modus	Modus
satuké	satu + ké
tuossa	tuo + ssa
kereszthalálokkal	kereszthalál + okkal
pankkeja	pankk + eja
mérgeznénk	mérgez + nénk
soittavien	soitta + vien
korival	kori + val
hegedűként	hegedű + ként
penkit	penk + it
újrakezdenélek	újrakezd + enélek
Uotsuri-jiman	Uotsuri-jima + n
gyűjtést	gyűjtés + t
kenderikééi	kenderiké + éi
mg/ilta	mg/ilta
szintekre	szint + ekre
valmistettua	valmist + ettua
Projectin	Project + in
üvegházhatásúaknak	üvegházhatású + aknak
újraértelmeztél	újraértelmez + tél
xeroxozzatok	xeroxoz + zatok
szexepilekként	szexepil + ekként
lopputulos	loppu + tulos
kárpótlásra	kárpótlás + ra
laitoksena	laito + ksena
Tawn	Tawn
vauvoineen	vauv + oineen
kuvittelin	kuvit + telin
eseményeitek	esemény + eitek
felmelegedések	felmelegedés + ek
kohosi	koho + si
ugorig	ugor + ig
ministránssal	ministráns + sal
pesänsä	pesä + nsä
kreativitásért	kreativitás + ért
Pygmalionista	Pygmalion + ista
kattamaan	katta + maan
sangen	sangen
nőkről	nő + kről
kyyneltensekaista	kyynel + tensekaista
ommellut	ommell + ut
rajotok	raj + otok
sokatmondókat	sokatmondó + kat
remontti	remontti
víkendéi	víkend + éi
magasugrásokhoz	magasugrás + okhoz
csillapodni	csillap + odni
honfikként	honfi + kként
kärpäset	kärpä + set
suoranaista	suoranai + sta
numerojärjestelmässä	numero + järjestelmässä
MÉH-ről	MÉH + -ről
käsittelevä	käsit + televä
vizuálisból	vizuális + ból
kompresszióban	kompresszió + ban
Balillakin	Bali + llakin
mitättömänä	mität + tömänä
tárcsában	tárcsá + ban
supistusten	supistus + ten
digitaalimammografian	digitaali + mammografian
esélyként	esély + ként
dizentériád	dizentériá + d
ellátásokat	ellátás + okat
tykki	tykki
mintájára	mintá + jára
olevana	ol + evana
Krhm	Krhm
saunavuorolta	sauna + vuorolta
kommentár	kommentár
rähmällään	rähmä + llään
merényleteket	merénylet + eket
rajallisesti	rajallisesti
sairauskohtaus	sairaus + kohtaus
avataan	avata + an
hylkäsi	hyl + käsi
ugarig	ugar + ig
fügéken	fügé + ken
megfontoltam	megfontol + tam
nacionalizmusaitok	nacionalizmus + aitok
julkisista	julki + sista
újrakezdeniük	újrakezd + eniük
jegyekhez	jegy + ekhez
létező	létez + ő
Whiteheadin	Whitehead + in
ünőim	ünő + im
pudistelivat	pudistel + ivat
sektorilla	sektori + lla
löydöt	löy + döt
yhteisartikkelia	yhteis + artikkelia
tulella	tul + ella
bokszzsákjaink	bokszzsák + jaink
riippuen	riippu + en
menovettä	meno + vettä
tason	taso + n
garantírozandó	garantíroz + andó
ihmishenkeä	ihmis + henkeä
lieväkin	lievä + kin
Italian	Italia + n
ösztrogénre	ösztrogén + re
lecsendesülnétek	lecsendesül + nétek
bambarát	bambará + t
korrelációnk	korreláció + nk
kokenut	kokenut
segédekként	segéd + ekként
kirjastossa	kirjasto + ssa
olon	olo + n
4,179	4,179
Timbaland	Timbaland
sántikálok	sántikál + ok
tule	tul + e
rozsként	rozs + ként
szomorítanál	szomorít + anál
verkkolomakkeita	verkko + lomakkeita
fürösztés	füröszt + és
legaljasabbért	legaljasabb + ért
Viagran	Viagra + n
tekniikoita	tekniik + oita
macedónéi	macedón + éi
példányaim	példány + aim
Talven	Talve + n
buzgalmaitok	buzgal + maitok
beidéztük	beidéz + tük
miehille	mie + hille
kommentointiin	kommentointi + in
paheksuu	paheksu + u
uskollisina	uskolli + sina
útburkolatokéi	útburkolat + okéi
hatvanharmadikokként	hatvanharmadik + okként
befolyna	befoly + na
kényelmiekkel	kényelmi + ekkel
kiválóknak	kiváló + knak
myyminen	myyminen
teorioihin	teori + oihin
ládikát	ládiká + t
bőbeszédűségeitek	bőbeszédűség + eitek
pohjaveden	pohja + veden
közepekkel	köz + epekkel
próbatételei	próbatétel + ei
suosikkibloggaajatyttöjäni	suosikki + bloggaajatyttöjäni
fóbiád	fóbiá + d
vaativaan	vaati + vaan
korcsolyázást	korcsolyázás + t
dugványként	dugvány + ként
Sanoma-konserniin	Sanoma + -konserniin
visszavesztek	visszavesz + tek
anturi	anturi
säästämistä	säästämi + stä
meglepettet	meglepett + et
pidämme	pi + dämme
kommentaattorina	kommentaattori + na
Tiina-Maija	Tiina + -Maija
tisztogattuk	tisztogat + tuk
tuomarien	tuomari + en
központként	központ + ként
hinnan	hin + nan
váltakoztatok	váltakoz + tatok
nyelviekkel	nyelvi + ekkel
interpretációjuk	interpretáció + juk
asianmukaisempaa	asian + mukaisempaa
hajtogassátok	hajtoga + ssátok
l.-khöz	l. + -khöz
pogácsákra	pogácsá + kra
kalustettu	kalust + ettu
rakkaan	rak + kaan
manézséi	manézs + éi
Eetvartin	Eetvart + in
upseerit	upseeri + t
Ilmarissa	Ilmari + ssa
palautettiin	palaut + ettiin
aneszteziológusoknál	aneszteziológus + oknál
skotlantilaista	skotlantilai + sta
Stefecekováan	Stefeceková + an
röyhelö-	röyhelö + -
Aristoteleen	Aristotele + en
csevegőekről	csevegő + ekről
egyenjogúságokhoz	egyenjogúság + okhoz
viivyttely	viivyttely
murrokseen	murro + kseen
bőrápolókban	bőrápoló + kban
vígba	víg + ba
miehitetty	miehit + etty
Williamsig	Williams + ig
opettajilla	opettaj + illa
gyermekcipője	gyermekcipő + je
Nastolan	Nastola + n
sekasotkuksi	seka + sotkuksi
liedeltä	lie + deltä
pojat	po + jat
C.	C.
tienoilla	tienoilla
valmistamalla	valmista + malla
ihmettelyn	ihmettely + n
trófeákban	trófeá + kban
kezelőjük	kezelő + jük
kamaraan	kamara + an
pikkelyben	pikkely + ben
nakkelivat	nak + kelivat
tyhjänä	tyhjä + nä
ördögük	ördög + ük
étkezőkig	étkező + kig
haastatellaan	haastatella + an
fatörzsekre	fatörzs + ekre
rahoitusjärjestelmistä	rahoitus + järjestelmistä
Kansainliiton	Kansainliit + on
fiilis	fiilis
serpenyőkké	serpenyő + kké
virágzatokról	virágzat + okról
suvaitsevaisuudella	suvaitsevaisuu + della
pengéknek	pengé + knek
lehtimies	lehti + mies
elillannátok	elillan + nátok
oszcillál	oszcillál
pyöräytti	pyöräytt + i
askartelu-taitoisia	askartelu + -taitoisia
Mäki	Mäki
fonalakként	fonal + akként
Józsefekéi	József + ekéi
rupattelemaan	rupat + telemaan
szagtalanítsatok	szagtalanít + satok
tengerpartivá	tengerparti + vá
akasztóik	akasztó + ik
kielenkantoja	kielen + kantoja
Edinburghiin	Edinburgh + iin
aidoissa	ai + doissa
sitoutua	sitoutua
harjoittamalla	harjoitta + malla
lat.	lat + .
fickónk	fickó + nk
sankan	sank + an
Mohamedekig	Mohamed + ekig
nurkkapöytään	nurkka + pöytään
poikkeaminen	poikkeaminen
toiminnallisten	toiminnalli + sten
heteroszexuálisai	heteroszexuális + ai
puhuisi	puhu + isi
vénültök	vénül + tök
prefektuurissa	prefektuuri + ssa
keräyskeskusten	keräys + keskusten
maalia	maali + a
ylimmässä	yli + mmässä
konyhája	konyhá + ja
tihesti	tihe + sti
Liechtensteintől	Liechtenstein + től
puhetta	puhe + tta
perheemme	perhe + emme
asszociálják	asszociál + ják
szarvasmarhaként	szarvasmarha + ként
kompaktak	kompakt + ak
Krobs	Krobs
päästyään	pääs + tyään
multiplexing	multiplexing
parallelogrammáknak	parallelogrammá + knak
varmistauduttava	varmistau + duttava
myöhässä	myöhässä
sertésből	sertés + ből
sieluni	sielu + ni
voitiin	voi + tiin
velvollisuuksista	velvollisuu + ksista
entiset	enti + set
lisättiin	lisä + ttiin
ekliptikát	ekliptiká + t
Kaliubian	Kaliubia + n
suuria	suuri + a
üzemelésekéi	üzemelés + ekéi
Atlaszokat	Atlasz + okat
matkustaessa	matkusta + essa
sadetta	sade + tta
mukavaan	mukava + an
täyttävät	täyttä + vät
kimaltavat	kimalta + vat
hanskaa	hanska + a
puolitoista	puoli + toista
müncheniekhez	müncheni + ekhez
özvegysornak	özvegysor + nak
dolcsiról	dolcsi + ról
folyamokra	folyam + okra
Gaáljuk	Gaál + juk
érzékeltetésről	érzékeltetés + ről
sukuniminä	suku + niminä
díszülj	díszül + j
nagydíjaid	nagydíj + aid
mutatkoztok	mutatkoz + tok
etenemisestä	etenemi + sestä
házastársra	házastárs + ra
felkarcsonton	felkarcsont + on
vetoomuksiin	vetoomu + ksiin
loiseksi	loi + seksi
väitöskirjatyönsä	väitös + kirjatyönsä
pultnak	pult + nak
fluorilla	fluori + lla
elbarikádoztatok	elbarikádoz + tatok
Moskovaan	Moskova + an
lämpimässä	läm + pimässä
auringonsäteissä	auringon + säteissä
tutkielman	tutkielma + n
minne	minne
végrehajtóvá	végrehajtó + vá
érettéi	érett + éi
ymmärtämisen	ymmärtämi + sen
kályhára	kályhá + ra
puhutuin	puhut + uin
egykedvűnél	egykedvű + nél
tagjelölt	tagjelölt
pecsenyéé	pecsenyé + é
kooperációk	kooperáció + k
nyomna	nyom + na
toivetta	toive + tta
raastepöydän	raaste + pöydän
ongelmallisiksi	ongelmalli + siksi
pusimalla	pusi + malla
venähtäneellä	venähtä + neellä
indukcióig	indukció + ig
vesialueilla	vesi + alueilla
eteenpäin	eteen + päin
láztalanokig	láztalan + okig
spontánokéi	spontán + okéi
laskematta	laske + matta
Detknél	Detk + nél
hályognál	hályog + nál
eläinlääkärien	eläin + lääkärien
alhaalta	alhaalta
keskusliiton	keskus + liiton
ajokortin	ajo + kortin
Kirvesperseiden	Kirvesperse + iden
perzsákért	perzsá + kért
bukkanunk	bukkan + unk
tarkoiteta	tarkoit + eta
käyttömahdollisuuksia	käyttö + mahdollisuuksia
kimentettek	kiment + ettek
työtaistelutoimia	työ + taistelutoimia
lukemassa	luke + massa
jégkorszakokéi	jégkorszak + okéi
Otto-motor	Otto-motor
bariakkal	bari + akkal
keskiarvosta	keski + arvosta
Missourin	Missouri + n
húzatni	húzat + ni
lääkkeet	lääk + keet
ágenstől	ágens + től
albus	albus
eräästä	erä + ästä
harmincötökéi	harmincöt + ökéi
toimistoja	toimisto + ja
illuusio	illuusio
megnyílnak	megnyíl + nak
kolikkoa	kolikko + a
adóik	adó + ik
järeitä	järe + itä
kulturáltakká	kulturált + akká
Vasemmistoliitto	Vasemmistoliitto
SM-liigauransa	SM + -liigauransa
fejvadászunk	fejvadász + unk
hagymakupoláink	hagymakupolá + ink
KHO	KHO
sääntelypuitteilla	sääntely + puitteilla
ominaispiirteiltään	ominais + piirteiltään
-lyegjen	-lyeg + jen
energiaellátást	energiaellátás + t
koe	koe
Port	Port
kaikkeudessa	kaikkeu + dessa
újraválasztva	újraválaszt + va
kunnianhimon	kunnian + himon
gümőkre	gümő + kre
suruaan	suru + aan
bölcsészre	bölcsész + re
tunikákként	tuniká + kként
titkárságokra	titkárság + okra
leszbikusokká	leszbikus + okká
simogattátok	simogat + tátok
adókig	adó + kig
joustavia	joustav + ia
vangiksi	van + giksi
könny	könny
laskuissa	lasku + issa
bűnelkövetői	bűnelkövető + i
vittuun	vittu + un
ihastunut	ihastu + nut
tanításnál	tanítás + nál
piktogramból	piktogram + ból
szenzációval	szenzáció + val
tárlatra	tárlat + ra
suunnalla	suun + nalla
legelészniük	legelész + niük
visszhangozzon	visszhang + ozzon
vuoriston	vuoristo + n
jatkuvan	jatkuva + n
szalontánc	szalontánc
aromásakban	aromás + akban
trónszék	trónszék
nudizmusuk	nudizmus + uk
nagygépekként	nagygép + ekként
megvalósításnál	megvalósítás + nál
lecsókból	lecsó + kból
etsien	etsi + en
kaupungeissa	kaupun + geissa
szófukarokra	szófukar + okra
szociológiájuk	szociológiá + juk
ulkoistamisella	ulkoistami + sella
keskityttiin	keskit + yttiin
nääntyi	näänty + i
vészkijáratoktól	vészkijárat + októl
uudistamalla	uudista + malla
kannustavan	kannusta + van
szüléseim	szülés + eim
törzsszámokon	törzsszám + okon
lähipiirinsä	lähi + piirinsä
suorituksien	suoritu + ksien
lelepleztem	leleplez + tem
Icesave	Icesave
lépte	lép + te
citromsárgákra	citromsárgá + kra
tutiig	tuti + ig
finomhoz	finom + hoz
csontokká	csont + okká
kreikkalaisia	kreikkalai + sia
feljelentésekkel	feljelentés + ekkel
taitojamme	taito + jamme
vállú	vállú
gyomoké	gyom + oké
üzenetrögzítőknek	üzenetrögzítő + knek
huomiokyvystä	huomio + kyvystä
emlékezéssé	emlékezés + sé
krokotiilia	krokotiili + a
tukevan	tuke + van
